V1	Nodes	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership
365	EFM6	478.273787623804	5	Non-Hub-Non-Bottleneck	NHNB	17
366	EGD2	589.449880584448	11	Non-Hub-Non-Bottleneck	NHNB	4
367	EGO4	56.7272998233378	3	Non-Hub-Non-Bottleneck	NHNB	9
368	EHD3	455.278762258503	35	Hub-Non-Bottleneck	HNB	11
369	ELC1	1641.62298250297	48	Hub-Non-Bottleneck	HNB	14
370	ELM1	1859.97023304817	30	Hub-Bottleneck	HB	4
371	ELO1	64.7307030034751	5	Non-Hub-Non-Bottleneck	NHNB	13
372	ELO2	647.511623468071	11	Non-Hub-Non-Bottleneck	NHNB	4
373	ELO3	3975.36907565697	26	Non-Hub-Bottleneck	NHB	4
374	ELP2	290.167842566416	12	Non-Hub-Non-Bottleneck	NHNB	14
375	EMC1	440.3248115114	6	Non-Hub-Non-Bottleneck	NHNB	4
376	EMC3	59.2893464661457	4	Non-Hub-Non-Bottleneck	NHNB	4
377	EMI2	1157.08961768746	19	Non-Hub-Non-Bottleneck	NHNB	2
378	EMP24	4033.65613565369	26	Non-Hub-Bottleneck	NHB	6
379	EMP47	89.585763826974	5	Non-Hub-Non-Bottleneck	NHNB	6
380	EMW1	178.109046264596	8	Non-Hub-Non-Bottleneck	NHNB	4
381	END3	2197.50584305444	26	Non-Hub-Bottleneck	NHB	4
382	EPS1	68.4709180385108	4	Non-Hub-Non-Bottleneck	NHNB	24
383	EPT1	156.899530429284	14	Non-Hub-Non-Bottleneck	NHNB	1
384	ERC1	159.993373333169	4	Non-Hub-Non-Bottleneck	NHNB	18
385	ERF2	592.229324221265	13	Non-Hub-Non-Bottleneck	NHNB	4
386	ERG1	736.969879522056	12	Non-Hub-Non-Bottleneck	NHNB	31
387	ERG10	1232.5744233977	23	Non-Hub-Non-Bottleneck	NHNB	9
388	ERG11	1698.63503761471	16	Non-Hub-Bottleneck	NHB	31
389	ERG12	202.072053704104	5	Non-Hub-Non-Bottleneck	NHNB	4
390	ERG13	1669.30314693418	19	Non-Hub-Bottleneck	NHB	2
391	ERG2	1667.34750906062	18	Non-Hub-Bottleneck	NHB	31
392	ERG20	2122.75978184522	14	Non-Hub-Bottleneck	NHB	28
393	ERG24	487.670402733166	13	Non-Hub-Non-Bottleneck	NHNB	31
394	ERG25	2804.58683795317	22	Non-Hub-Bottleneck	NHB	31
395	ERG26	1638.85602565807	18	Non-Hub-Non-Bottleneck	NHNB	31
396	ERG27	439.152296948711	15	Non-Hub-Non-Bottleneck	NHNB	31
397	ERG28	28.903761600659	11	Non-Hub-Non-Bottleneck	NHNB	31
398	ERG29	343.194385822139	5	Non-Hub-Non-Bottleneck	NHNB	32
399	ERG3	1540.122281934	19	Non-Hub-Non-Bottleneck	NHNB	31
400	ERG4	1194.33068899013	13	Non-Hub-Non-Bottleneck	NHNB	31
401	ERG5	760.575925514507	13	Non-Hub-Non-Bottleneck	NHNB	31
402	ERG6	6353.53210456488	34	Hub-Bottleneck	HB	31
403	ERG7	705.577776652535	15	Non-Hub-Non-Bottleneck	NHNB	31
404	ERG8	315.170748264975	6	Non-Hub-Non-Bottleneck	NHNB	4
405	ERG9	1269.30755881704	16	Non-Hub-Non-Bottleneck	NHNB	28
406	ERJ5	174.707153933159	7	Non-Hub-Non-Bottleneck	NHNB	6
407	ERO1	1128.60150758536	14	Non-Hub-Non-Bottleneck	NHNB	2
408	ERP1	633.86247080398	24	Non-Hub-Non-Bottleneck	NHNB	6
409	ERP2	1175.9495014351	17	Non-Hub-Non-Bottleneck	NHNB	6
410	ERV25	2376.85111091867	30	Hub-Bottleneck	HB	6
411	ERV29	1357.11174422841	40	Hub-Non-Bottleneck	HNB	6
412	ERV41	1494.80515122454	18	Non-Hub-Non-Bottleneck	NHNB	6
413	ERV46	249.873411705671	11	Non-Hub-Non-Bottleneck	NHNB	6
414	ESA1	2534.19837287818	46	Hub-Bottleneck	HB	14
415	ESS1	1343.27182639686	28	Hub-Non-Bottleneck	HNB	4
416	EST2	586.849215268894	20	Non-Hub-Non-Bottleneck	NHNB	14
417	ETR1	2.19677159078774	2	Non-Hub-Non-Bottleneck	NHNB	2
418	ETT1	60.4975390376556	3	Non-Hub-Non-Bottleneck	NHNB	4
419	EUG1	986.222286416417	16	Non-Hub-Non-Bottleneck	NHNB	2
420	EXO70	147.183281533357	9	Non-Hub-Non-Bottleneck	NHNB	6
421	FAA1	689.298675986509	14	Non-Hub-Non-Bottleneck	NHNB	1
422	FAA2	303.799115730188	12	Non-Hub-Non-Bottleneck	NHNB	1
423	FAA3	250.641116288073	11	Non-Hub-Non-Bottleneck	NHNB	1
424	FAA4	1317.2004776667	17	Non-Hub-Non-Bottleneck	NHNB	1
425	FAB1	2903.09651605631	27	Hub-Bottleneck	HB	12
426	FAL1	1942.5250631219	62	Hub-Bottleneck	HB	11
427	FAR11	682.733430535982	14	Non-Hub-Non-Bottleneck	NHNB	4
428	FAR3	37.4034537073648	4	Non-Hub-Non-Bottleneck	NHNB	4
429	FAR8	68.2037195230599	6	Non-Hub-Non-Bottleneck	NHNB	4
430	FAS1	3356.28293162044	20	Non-Hub-Bottleneck	NHB	13
431	FAS2	2735.77865782971	16	Non-Hub-Bottleneck	NHB	13
432	FAT1	7577.37717666491	46	Hub-Bottleneck	HB	6
433	FBP1	1646.61184823476	22	Non-Hub-Non-Bottleneck	NHNB	2
434	FBP26	82.2763812220474	10	Non-Hub-Non-Bottleneck	NHNB	2
435	FES1	576.689901699848	22	Non-Hub-Non-Bottleneck	NHNB	11
436	FIN1	591.160955833271	32	Hub-Non-Bottleneck	HNB	7
437	FIP1	1554.33130005596	24	Non-Hub-Non-Bottleneck	NHNB	2
438	FIS1	628.234130402552	11	Non-Hub-Non-Bottleneck	NHNB	4
439	FKS1	3222.56982292313	29	Hub-Bottleneck	HB	4
440	FMP25	462.724380821215	7	Non-Hub-Non-Bottleneck	NHNB	4
441	FMP52	146.79844033285	4	Non-Hub-Non-Bottleneck	NHNB	4
442	FMS1	1135.65496378632	17	Non-Hub-Non-Bottleneck	NHNB	9
443	FOB1	311.359398179103	14	Non-Hub-Non-Bottleneck	NHNB	14
444	FOL2	492.875234776271	17	Non-Hub-Non-Bottleneck	NHNB	14
445	FOX2	1627.17964443656	24	Non-Hub-Non-Bottleneck	NHNB	2
446	FPR1	1437.88956371227	16	Non-Hub-Non-Bottleneck	NHNB	4
447	FPR3	331.674366201453	14	Non-Hub-Non-Bottleneck	NHNB	4
448	FPR4	492.620697387438	16	Non-Hub-Non-Bottleneck	NHNB	4
449	FRA1	133.480789945972	6	Non-Hub-Non-Bottleneck	NHNB	24
450	FRD1	17.3228016037797	2	Non-Hub-Non-Bottleneck	NHNB	24
451	FRS1	321.429408392828	7	Non-Hub-Non-Bottleneck	NHNB	2
452	FRS2	190.972830601605	5	Non-Hub-Non-Bottleneck	NHNB	2
453	FTR1	280.574945152594	5	Non-Hub-Non-Bottleneck	NHNB	13
454	FUM1	975.05145612958	22	Non-Hub-Non-Bottleneck	NHNB	9
455	FUN12	2028.18106672493	87	Hub-Bottleneck	HB	11
456	FUS3	7362.63782745253	76	Hub-Bottleneck	HB	4
457	FYV8	162.765315596137	6	Non-Hub-Non-Bottleneck	NHNB	6
458	FZO1	578.288819850025	14	Non-Hub-Non-Bottleneck	NHNB	4
459	GAD1	1250.85482903656	24	Non-Hub-Non-Bottleneck	NHNB	9
460	GAL2	123.875273622995	2	Non-Hub-Non-Bottleneck	NHNB	20
461	GAL83	49.7901240794173	7	Non-Hub-Non-Bottleneck	NHNB	4
462	GAP1	406.580237362703	9	Non-Hub-Non-Bottleneck	NHNB	6
463	GAR1	1034.8419577277	28	Hub-Non-Bottleneck	HNB	8
464	GAS1	1733.53429687323	21	Non-Hub-Bottleneck	NHB	4
465	GCD1	510.666379917103	14	Non-Hub-Non-Bottleneck	NHNB	2
466	GCD11	2597.03009455572	58	Hub-Bottleneck	HB	11
467	GCD2	220.570338548176	13	Non-Hub-Non-Bottleneck	NHNB	2
468	GCD6	385.837562197827	15	Non-Hub-Non-Bottleneck	NHNB	2
469	GCD7	1282.93520447077	21	Non-Hub-Non-Bottleneck	NHNB	2
470	GCN1	839.062074720812	19	Non-Hub-Non-Bottleneck	NHNB	4
471	GCN2	3392.70556889335	37	Hub-Bottleneck	HB	4
472	GCN20	209.98739392264	11	Non-Hub-Non-Bottleneck	NHNB	4
473	GCN3	2256.5058434566	24	Non-Hub-Bottleneck	NHB	2
474	GCN4	6022.65756717607	41	Hub-Bottleneck	HB	4
475	GCN5	7728.62577762025	73	Hub-Bottleneck	HB	14
476	GCV1	576.948531819491	20	Non-Hub-Non-Bottleneck	NHNB	9
477	GCV3	940.830069218334	22	Non-Hub-Non-Bottleneck	NHNB	9
478	GDB1	569.54915450331	8	Non-Hub-Non-Bottleneck	NHNB	2
479	GDE1	228.315425534068	8	Non-Hub-Non-Bottleneck	NHNB	1
480	GDH1	6224.26455099048	47	Hub-Bottleneck	HB	9
481	GDH2	2678.19846928129	39	Hub-Bottleneck	HB	9
482	GDH3	2176.62124711154	40	Hub-Bottleneck	HB	9
483	GDI1	1173.52968174568	24	Non-Hub-Non-Bottleneck	NHNB	6
484	GEM1	2571.99145306835	30	Hub-Bottleneck	HB	4
485	GEP4	76.3391847189098	6	Non-Hub-Non-Bottleneck	NHNB	1
486	GET1	224.496018906292	8	Non-Hub-Non-Bottleneck	NHNB	30
487	GET2	120.358802390467	4	Non-Hub-Non-Bottleneck	NHNB	30
488	GET3	5050.24984134544	36	Hub-Bottleneck	HB	4
489	GET4	534.637940348702	12	Non-Hub-Non-Bottleneck	NHNB	4
490	GFA1	1341.23113855508	19	Non-Hub-Non-Bottleneck	NHNB	4
491	GGA2	3297.41745244291	48	Hub-Bottleneck	HB	6
492	GIM3	206.282464888991	10	Non-Hub-Non-Bottleneck	NHNB	4
493	GIM4	210.339227034999	9	Non-Hub-Non-Bottleneck	NHNB	4
494	GIN4	1886.14602546617	24	Non-Hub-Bottleneck	NHB	4
495	GIP3	18.4557024275026	3	Non-Hub-Non-Bottleneck	NHNB	6
496	GIP4	44.1814041447594	4	Non-Hub-Non-Bottleneck	NHNB	2
497	GIS1	881.966773140623	29	Hub-Non-Bottleneck	HNB	14
498	GLC7	11304.9022984064	76	Hub-Bottleneck	HB	4
499	GLG2	484.749872563407	9	Non-Hub-Non-Bottleneck	NHNB	2
500	GLN1	1558.57894362527	26	Non-Hub-Non-Bottleneck	NHNB	9
501	GLN3	868.025729884602	19	Non-Hub-Non-Bottleneck	NHNB	4
502	GLN4	1681.78767797006	28	Hub-Bottleneck	HB	2
503	GLO1	207.873925129322	8	Non-Hub-Non-Bottleneck	NHNB	20
504	GLO2	124.199431721737	8	Non-Hub-Non-Bottleneck	NHNB	20
505	GLO3	3174.34750387328	31	Hub-Bottleneck	HB	6
506	GLO4	299.541312204048	9	Non-Hub-Non-Bottleneck	NHNB	20
507	GLR1	465.138395901912	10	Non-Hub-Non-Bottleneck	NHNB	24
508	GLT1	4533.40455896692	40	Hub-Bottleneck	HB	9
509	GLY1	346.510440681931	10	Non-Hub-Non-Bottleneck	NHNB	2
510	GND2	480.424250192015	5	Non-Hub-Non-Bottleneck	NHNB	15
511	GOR1	62.3184038657194	7	Non-Hub-Non-Bottleneck	NHNB	9
512	GOS1	513.922197574765	23	Non-Hub-Non-Bottleneck	NHNB	5
513	GOT1	130.543747066387	8	Non-Hub-Non-Bottleneck	NHNB	5
514	GPA1	686.359435917979	19	Non-Hub-Non-Bottleneck	NHNB	4
515	GPA2	1286.34463668439	22	Non-Hub-Non-Bottleneck	NHNB	4
516	GPD1	3441.92956388341	26	Non-Hub-Bottleneck	NHB	1
517	GPD2	1330.91643187885	18	Non-Hub-Non-Bottleneck	NHNB	1
518	GPH1	260.555857211445	7	Non-Hub-Non-Bottleneck	NHNB	2
519	GPI18	158.685505831898	15	Non-Hub-Non-Bottleneck	NHNB	29
520	GPN2	13.3928959941126	3	Non-Hub-Non-Bottleneck	NHNB	4
521	GPP1	1693.77680949509	14	Non-Hub-Bottleneck	NHB	1
522	GPP2	322.905747977855	11	Non-Hub-Non-Bottleneck	NHNB	1
523	GPT2	561.946276429987	17	Non-Hub-Non-Bottleneck	NHNB	1
524	GPX2	149.898139962034	9	Non-Hub-Non-Bottleneck	NHNB	24
525	GRH1	336.218092250463	7	Non-Hub-Non-Bottleneck	NHNB	6
526	GRR1	3835.02429541785	71	Hub-Bottleneck	HB	4
527	GRS1	506.352786667467	14	Non-Hub-Non-Bottleneck	NHNB	2
528	GRX3	1120.96717746825	13	Non-Hub-Non-Bottleneck	NHNB	2
529	GRX5	2029.89791529695	17	Non-Hub-Bottleneck	NHB	2
530	GSH1	2841.21627598292	28	Hub-Bottleneck	HB	2
531	GSH2	548.585445688246	12	Non-Hub-Non-Bottleneck	NHNB	24
532	GSP1	2568.61873685089	35	Hub-Bottleneck	HB	4
533	GSY2	417.058435092285	9	Non-Hub-Non-Bottleneck	NHNB	2
534	GTR1	515.842295575613	13	Non-Hub-Non-Bottleneck	NHNB	4
535	GTR2	570.299116898973	14	Non-Hub-Non-Bottleneck	NHNB	4
536	GTS1	635.921642585495	16	Non-Hub-Non-Bottleneck	NHNB	4
537	GUP1	61.5468111424282	4	Non-Hub-Non-Bottleneck	NHNB	6
538	GUS1	3671.06944423729	35	Hub-Bottleneck	HB	2
539	GUT1	2048.1402530811	17	Non-Hub-Bottleneck	NHB	1
540	GUT2	1813.55888013406	18	Non-Hub-Bottleneck	NHB	1
541	GVP36	68.9496250905061	5	Non-Hub-Non-Bottleneck	NHNB	4
542	GYP7	224.510612256865	8	Non-Hub-Non-Bottleneck	NHNB	6
543	HAC1	6458.97492233428	40	Hub-Bottleneck	HB	6
544	HAM1	876.031243536515	23	Non-Hub-Non-Bottleneck	NHNB	14
545	HAP1	681.015696675536	9	Non-Hub-Non-Bottleneck	NHNB	14
546	HAP2	360.973634073231	15	Non-Hub-Non-Bottleneck	NHNB	14
547	HAS1	939.821218712937	66	Hub-Non-Bottleneck	HNB	11
548	HCH1	315.636363651631	6	Non-Hub-Non-Bottleneck	NHNB	1
549	HCM1	555.983274778327	14	Non-Hub-Non-Bottleneck	NHNB	4
550	HDA1	1776.4865332811	36	Hub-Bottleneck	HB	14
551	HEH2	39.0321892658328	3	Non-Hub-Non-Bottleneck	NHNB	31
552	HEL1	668.173762702359	35	Hub-Non-Bottleneck	HNB	4
553	HEM1	735.974916619484	13	Non-Hub-Non-Bottleneck	NHNB	4
554	HEM13	534.847166746139	10	Non-Hub-Non-Bottleneck	NHNB	14
555	HEM14	73.1981292506482	3	Non-Hub-Non-Bottleneck	NHNB	3
556	HFA1	914.964627716728	17	Non-Hub-Non-Bottleneck	NHNB	9
557	HFD1	6383.51432276259	41	Hub-Bottleneck	HB	9
558	HHF1	9861.08910702703	85	Hub-Bottleneck	HB	14
559	HHF2	4690.89831737834	74	Hub-Bottleneck	HB	14
560	HHT2	13725.8024291473	112	Hub-Bottleneck	HB	14
561	HIR1	527.700096170868	21	Non-Hub-Non-Bottleneck	NHNB	14
562	HIR2	1472.72459231144	20	Non-Hub-Non-Bottleneck	NHNB	14
563	HIR3	269.744880609355	9	Non-Hub-Non-Bottleneck	NHNB	14
564	HLJ1	521.095663457145	32	Hub-Non-Bottleneck	HNB	6
565	HMG1	967.680545945889	13	Non-Hub-Non-Bottleneck	NHNB	4
566	HMG2	619.756840243748	14	Non-Hub-Non-Bottleneck	NHNB	4
567	HOC1	101.078496945858	15	Non-Hub-Non-Bottleneck	NHNB	29
568	HOF1	919.857053313725	20	Non-Hub-Non-Bottleneck	NHNB	4
569	HOG1	13903.8070000658	80	Hub-Bottleneck	HB	4
570	HOM6	974.287000519972	14	Non-Hub-Non-Bottleneck	NHNB	18
571	HPC2	77.4415366736376	8	Non-Hub-Non-Bottleneck	NHNB	14
572	HRD1	2868.90058767491	34	Hub-Bottleneck	HB	4
573	HRD3	1612.23154366065	28	Hub-Non-Bottleneck	HNB	4
574	HRP1	1719.41038044866	49	Hub-Bottleneck	HB	4
575	HRR25	3472.37432829285	27	Hub-Bottleneck	HB	14
576	HRT1	3696.58858995088	94	Hub-Bottleneck	HB	4
577	HRT3	334.923029835371	11	Non-Hub-Non-Bottleneck	NHNB	4
578	HSC82	6772.31925870685	53	Hub-Bottleneck	HB	4
579	HSF1	2300.25100894411	43	Hub-Bottleneck	HB	4
580	HSL1	1059.53940840573	27	Hub-Non-Bottleneck	HNB	4
581	HSM3	33.415128500064	12	Non-Hub-Non-Bottleneck	NHNB	4
582	HSP10	89.0002201840878	6	Non-Hub-Non-Bottleneck	NHNB	3
583	HSP104	2144.85169162284	28	Hub-Bottleneck	HB	4
584	HSP26	58.4565974771271	3	Non-Hub-Non-Bottleneck	NHNB	2
585	HSP31	873.967329872992	13	Non-Hub-Non-Bottleneck	NHNB	20
586	HSP42	1584.9949006087	15	Non-Hub-Non-Bottleneck	NHNB	2
587	HSP60	5417.63409188641	53	Hub-Bottleneck	HB	3
588	HSP78	44.2333774513291	3	Non-Hub-Non-Bottleneck	NHNB	6
589	HSP82	13503.9012731881	77	Hub-Bottleneck	HB	4
590	HST1	1851.04354956975	32	Hub-Bottleneck	HB	14
591	HST4	679.69171946878	12	Non-Hub-Non-Bottleneck	NHNB	2
592	HSV2	555.079090906783	14	Non-Hub-Non-Bottleneck	NHNB	12
593	HTA1	2573.71934882914	66	Hub-Bottleneck	HB	14
594	HTA2	1705.72794426388	57	Hub-Bottleneck	HB	14
595	HTB1	6216.73416380814	81	Hub-Bottleneck	HB	14
596	HTB2	2043.07679545294	60	Hub-Bottleneck	HB	14
597	HTZ1	2926.26005310704	54	Hub-Bottleneck	HB	14
598	HXK2	2522.91652004734	27	Hub-Bottleneck	HB	2
599	HYP2	2580.89835668092	62	Hub-Bottleneck	HB	11
600	HYR1	431.504646203431	11	Non-Hub-Non-Bottleneck	NHNB	24
601	IBA57	117.580757574132	5	Non-Hub-Non-Bottleneck	NHNB	2
602	ICE2	254.49454498457	6	Non-Hub-Non-Bottleneck	NHNB	10
603	ICL1	362.119592337125	10	Non-Hub-Non-Bottleneck	NHNB	9
604	ICL2	279.286597780781	8	Non-Hub-Non-Bottleneck	NHNB	9
605	ICT1	19.0238671227894	2	Non-Hub-Non-Bottleneck	NHNB	16
606	IDH1	3437.48522844361	55	Hub-Bottleneck	HB	3
607	IDH2	2160.34598582385	32	Hub-Bottleneck	HB	9
608	IDP1	5368.59815573371	44	Hub-Bottleneck	HB	2
609	IDP3	469.005084154605	16	Non-Hub-Non-Bottleneck	NHNB	9
610	IFA38	2054.35851606892	17	Non-Hub-Bottleneck	NHB	4
611	IFM1	669.565039945063	26	Non-Hub-Non-Bottleneck	NHNB	11
612	IKI3	284.126368897819	12	Non-Hub-Non-Bottleneck	NHNB	14
613	ILS1	1676.85299518651	21	Non-Hub-Bottleneck	NHB	2
614	ILV1	3630.04779802368	30	Hub-Bottleneck	HB	2
615	ILV2	574.622737854067	18	Non-Hub-Non-Bottleneck	NHNB	2
616	ILV5	402.954837147114	9	Non-Hub-Non-Bottleneck	NHNB	2
617	ILV6	368.877494435674	16	Non-Hub-Non-Bottleneck	NHNB	2
618	IMD2	416.960276641261	10	Non-Hub-Non-Bottleneck	NHNB	2
619	IMD3	361.882919618544	9	Non-Hub-Non-Bottleneck	NHNB	2
620	IMG2	129.392940648156	36	Hub-Non-Bottleneck	HNB	11
621	IML3	724.27729333398	27	Hub-Non-Bottleneck	HNB	7
622	INM2	21.9357308599822	3	Non-Hub-Non-Bottleneck	NHNB	1
623	INO1	1403.76968838847	12	Non-Hub-Non-Bottleneck	NHNB	4
624	INO2	162.986324734484	9	Non-Hub-Non-Bottleneck	NHNB	4
625	INO4	176.932971489599	8	Non-Hub-Non-Bottleneck	NHNB	4
626	INO80	403.223913414867	23	Non-Hub-Non-Bottleneck	NHNB	14
627	INP51	488.23504674061	18	Non-Hub-Non-Bottleneck	NHNB	4
628	INP54	109.680634722673	6	Non-Hub-Non-Bottleneck	NHNB	4
629	IOC2	197.897602638968	10	Non-Hub-Non-Bottleneck	NHNB	14
630	IPL1	6253.48605176121	74	Hub-Bottleneck	HB	4
631	IRA1	214.792635712902	14	Non-Hub-Non-Bottleneck	NHNB	4
632	IRA2	346.633340784251	14	Non-Hub-Non-Bottleneck	NHNB	4
633	IRC15	713.227259698704	22	Non-Hub-Non-Bottleneck	NHNB	9
634	IRC25	39.4032143346499	4	Non-Hub-Non-Bottleneck	NHNB	4
635	IRE1	3926.67805744874	34	Hub-Bottleneck	HB	6
636	ISA2	270.821997079782	5	Non-Hub-Non-Bottleneck	NHNB	2
637	ISC1	735.938911165783	15	Non-Hub-Non-Bottleneck	NHNB	4
638	ISM1	63.188738615637	4	Non-Hub-Non-Bottleneck	NHNB	4
639	IST1	629.672476017368	13	Non-Hub-Non-Bottleneck	NHNB	2
640	ISU1	341.27727718727	9	Non-Hub-Non-Bottleneck	NHNB	2
641	ISW1	1149.02225865937	29	Hub-Non-Bottleneck	HNB	14
642	ISW2	1425.40481259091	46	Hub-Non-Bottleneck	HNB	14
643	ITC1	413.20689979549	16	Non-Hub-Non-Bottleneck	NHNB	14
644	ITR1	2952.95884090634	33	Hub-Bottleneck	HB	8
645	ITR2	1046.67330019784	30	Hub-Non-Bottleneck	HNB	8
646	IZH3	109.516479835628	3	Non-Hub-Non-Bottleneck	NHNB	26
647	JAC1	1184.42764675982	29	Hub-Non-Bottleneck	HNB	3
648	JEM1	112.973643739997	5	Non-Hub-Non-Bottleneck	NHNB	6
649	KAP104	3448.14004633538	34	Hub-Bottleneck	HB	4
650	KAP123	2622.44043262095	31	Hub-Bottleneck	HB	4
651	KAP95	5352.69501156668	41	Hub-Bottleneck	HB	4
652	KAR2	3747.56640599325	31	Hub-Bottleneck	HB	6
653	KCS1	161.559051506383	7	Non-Hub-Non-Bottleneck	NHNB	4
654	KDX1	396.868341226897	21	Non-Hub-Non-Bottleneck	NHNB	14
655	KES1	913.844187052685	13	Non-Hub-Non-Bottleneck	NHNB	4
656	KEX1	215.314656147518	8	Non-Hub-Non-Bottleneck	NHNB	6
657	KEX2	1601.84350485189	15	Non-Hub-Non-Bottleneck	NHNB	6
658	KGD1	1818.06688804918	31	Hub-Bottleneck	HB	9
659	KGD2	1178.30500399241	24	Non-Hub-Non-Bottleneck	NHNB	9
660	KIC1	1706.57272383847	29	Hub-Bottleneck	HB	6
661	KIN28	1388.70726924625	61	Hub-Non-Bottleneck	HNB	14
662	KIN3	380.273604342405	11	Non-Hub-Non-Bottleneck	NHNB	4
663	KIP1	783.785356277767	23	Non-Hub-Non-Bottleneck	NHNB	6
664	KIP2	643.639221524829	25	Non-Hub-Non-Bottleneck	NHNB	6
665	KRE1	149.369165180752	8	Non-Hub-Non-Bottleneck	NHNB	6
666	KRE33	811.612601085006	36	Hub-Non-Bottleneck	HNB	11
667	KRS1	1827.7900672078	21	Non-Hub-Bottleneck	NHB	2
668	KSP1	319.589377161504	8	Non-Hub-Non-Bottleneck	NHNB	4
669	KSS1	4692.28250612595	67	Hub-Bottleneck	HB	4
670	LAC1	317.923226819021	13	Non-Hub-Non-Bottleneck	NHNB	27
671	LAG1	360.577769819426	12	Non-Hub-Non-Bottleneck	NHNB	27
672	LAS1	167.050059161145	33	Hub-Non-Bottleneck	HNB	11
673	LAS21	882.402388535789	12	Non-Hub-Non-Bottleneck	NHNB	4
674	LAT1	4110.80832755397	40	Hub-Bottleneck	HB	9
675	LCB1	4133.41291416677	30	Hub-Bottleneck	HB	4
676	LCB2	4974.10939591445	35	Hub-Bottleneck	HB	4
677	LCB3	570.468415727654	15	Non-Hub-Non-Bottleneck	NHNB	27
678	LCB4	1138.31913072039	25	Non-Hub-Non-Bottleneck	NHNB	27
679	LCB5	2026.88903873896	27	Hub-Bottleneck	HB	27
680	LDB19	438.255099751527	9	Non-Hub-Non-Bottleneck	NHNB	4
681	LEM3	2560.38845200225	41	Hub-Bottleneck	HB	6
682	LEO1	450.12636068031	11	Non-Hub-Non-Bottleneck	NHNB	4
683	LEU2	502.831408353994	11	Non-Hub-Non-Bottleneck	NHNB	2
684	LEU4	1091.47287211695	27	Hub-Non-Bottleneck	HNB	9
685	LHP1	832.174340739016	21	Non-Hub-Non-Bottleneck	NHNB	8
686	LIA1	414.816177782709	3	Non-Hub-Non-Bottleneck	NHNB	21
687	LIP2	357.358683177641	8	Non-Hub-Non-Bottleneck	NHNB	13
688	LIP5	385.503294806085	8	Non-Hub-Non-Bottleneck	NHNB	13
689	LOA1	289.126133497327	7	Non-Hub-Non-Bottleneck	NHNB	1
690	LOC1	1278.45367990901	38	Hub-Non-Bottleneck	HNB	11
691	LOS1	701.522822656608	14	Non-Hub-Non-Bottleneck	NHNB	4
692	LPD1	1116.63017162945	30	Hub-Non-Bottleneck	HNB	9
693	LPL1	51.2532865784883	4	Non-Hub-Non-Bottleneck	NHNB	1
694	LPP1	279.491160391296	8	Non-Hub-Non-Bottleneck	NHNB	1
695	LRO1	364.804272906174	13	Non-Hub-Non-Bottleneck	NHNB	1
696	LSB1	271.965385291798	6	Non-Hub-Non-Bottleneck	NHNB	4
697	LSB3	126.792847752738	7	Non-Hub-Non-Bottleneck	NHNB	4
698	LSC1	763.324473757141	24	Non-Hub-Non-Bottleneck	NHNB	9
699	LSC2	1021.91048798193	26	Non-Hub-Non-Bottleneck	NHNB	9
700	LSM1	1236.38117997136	32	Hub-Non-Bottleneck	HNB	8
701	LSM12	195.021768094569	10	Non-Hub-Non-Bottleneck	NHNB	8
702	LSM2	1630.58455841631	48	Hub-Non-Bottleneck	HNB	8
703	LSM3	944.006228340642	46	Hub-Non-Bottleneck	HNB	8
704	LSM4	1138.81570735863	44	Hub-Non-Bottleneck	HNB	8
705	LSM5	1114.74609758963	34	Hub-Non-Bottleneck	HNB	8
706	LSM6	250.166768304751	29	Hub-Non-Bottleneck	HNB	8
707	LST8	1716.47557509054	26	Non-Hub-Bottleneck	NHB	4
708	LTE1	1129.38533009983	24	Non-Hub-Non-Bottleneck	NHNB	4
709	LUC7	433.641687164068	23	Non-Hub-Non-Bottleneck	NHNB	8
710	LYS1	212.580541297131	6	Non-Hub-Non-Bottleneck	NHNB	2
711	LYS12	784.146829479557	12	Non-Hub-Non-Bottleneck	NHNB	4
712	LYS20	1257.41145894529	20	Non-Hub-Non-Bottleneck	NHNB	9
713	LYS9	60.6895757231106	4	Non-Hub-Non-Bottleneck	NHNB	2
714	MAE1	1317.51392301013	24	Non-Hub-Non-Bottleneck	NHNB	9
715	MAK21	1281.39714271645	60	Hub-Non-Bottleneck	HNB	11
716	MAK5	249.53043319059	17	Non-Hub-Non-Bottleneck	NHNB	11
717	MAM33	694.333467869241	10	Non-Hub-Non-Bottleneck	NHNB	4
718	MAS1	3670.93126683319	44	Hub-Bottleneck	HB	3
719	MBF1	17.0973836420406	3	Non-Hub-Non-Bottleneck	NHNB	14
720	MBP1	226.450986223757	11	Non-Hub-Non-Bottleneck	NHNB	4
721	MCA1	332.211171422286	6	Non-Hub-Non-Bottleneck	NHNB	4
722	MCK1	2443.63828342138	23	Non-Hub-Bottleneck	NHB	4
723	MCM16	460.158379640625	23	Non-Hub-Non-Bottleneck	NHNB	7
724	MCM2	1475.1646375609	38	Hub-Non-Bottleneck	HNB	14
725	MCM21	457.817582536233	25	Non-Hub-Non-Bottleneck	NHNB	7
726	MCM22	531.333267722463	25	Non-Hub-Non-Bottleneck	NHNB	7
727	MCM5	1388.30507646913	39	Hub-Non-Bottleneck	HNB	14
728	MCM6	489.469392589699	31	Hub-Non-Bottleneck	HNB	14
729	MCM7	1555.63709787287	32	Hub-Non-Bottleneck	HNB	14
