V1	Nodes	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership
1094	RAD5	567.459178333343	24	Non-Hub-Non-Bottleneck	NHNB	14
1095	RAD50	3008.05627360379	36	Hub-Bottleneck	HB	14
1096	RAD51	7272.4162942445	65	Hub-Bottleneck	HB	14
1097	RAD52	5459.47528107432	67	Hub-Bottleneck	HB	14
1098	RAD53	5945.58071418807	67	Hub-Bottleneck	HB	14
1099	RAD6	7556.43017958792	64	Hub-Bottleneck	HB	14
1100	RAD9	2933.50344176918	66	Hub-Bottleneck	HB	14
1101	RAI1	282.617908468579	8	Non-Hub-Non-Bottleneck	NHNB	4
1102	RAM1	367.409389994189	10	Non-Hub-Non-Bottleneck	NHNB	28
1103	RAM2	758.836699923153	10	Non-Hub-Non-Bottleneck	NHNB	28
1104	RAP1	317.998887454678	17	Non-Hub-Non-Bottleneck	NHNB	14
1105	RAS1	3489.91592020368	42	Hub-Bottleneck	HB	4
1106	RAS2	19643.413719622	91	Hub-Bottleneck	HB	4
1107	RBL2	145.904628419269	5	Non-Hub-Non-Bottleneck	NHNB	4
1108	RCE1	664.770414738863	9	Non-Hub-Non-Bottleneck	NHNB	4
1109	RCF1	105.154307151943	7	Non-Hub-Non-Bottleneck	NHNB	23
1110	RCK1	484.342349977718	18	Non-Hub-Non-Bottleneck	NHNB	4
1111	RCK2	336.723284837809	16	Non-Hub-Non-Bottleneck	NHNB	4
1112	RCN2	278.817637953132	5	Non-Hub-Non-Bottleneck	NHNB	30
1113	REA1	1565.78160324621	48	Hub-Non-Bottleneck	HNB	11
1114	REG1	6598.02422137629	54	Hub-Bottleneck	HB	4
1115	RER1	981.212189368554	13	Non-Hub-Non-Bottleneck	NHNB	3
1116	RER2	131.732275631355	7	Non-Hub-Non-Bottleneck	NHNB	28
1117	RET1	5237.64739017235	74	Hub-Bottleneck	HB	14
1118	RET2	2569.27408116492	39	Hub-Bottleneck	HB	6
1119	REV1	1620.41818239379	46	Hub-Non-Bottleneck	HNB	14
1120	REV3	782.324958157868	30	Hub-Non-Bottleneck	HNB	14
1121	RFM1	79.9801526400415	13	Non-Hub-Non-Bottleneck	NHNB	14
1122	RGA1	2192.09186045466	34	Hub-Bottleneck	HB	6
1123	RGA2	1136.06865612427	32	Hub-Non-Bottleneck	HNB	6
1124	RGD1	934.3266587425	18	Non-Hub-Non-Bottleneck	NHNB	4
1125	RGR1	1749.68306250084	38	Hub-Bottleneck	HB	14
1126	RHB1	153.415449707007	7	Non-Hub-Non-Bottleneck	NHNB	4
1127	RHO1	4711.20295675324	38	Hub-Bottleneck	HB	4
1128	RHO3	1051.34346017163	28	Hub-Non-Bottleneck	HNB	4
1129	RIA1	335.855814785433	22	Non-Hub-Non-Bottleneck	NHNB	8
1130	RIC1	831.253426031074	13	Non-Hub-Non-Bottleneck	NHNB	2
1131	RIM101	90.7739516798163	6	Non-Hub-Non-Bottleneck	NHNB	4
1132	RIM11	228.066231880353	8	Non-Hub-Non-Bottleneck	NHNB	4
1133	RIM2	97.465644389809	5	Non-Hub-Non-Bottleneck	NHNB	2
1134	RIM21	738.755398459017	10	Non-Hub-Non-Bottleneck	NHNB	4
1135	RKR1	936.328875988874	42	Hub-Non-Bottleneck	HNB	4
1136	RLF2	1945.64540388075	35	Hub-Bottleneck	HB	14
1137	RLI1	1509.71460191287	84	Hub-Non-Bottleneck	HNB	11
1138	RLM1	295.148254158331	10	Non-Hub-Non-Bottleneck	NHNB	4
1139	RML2	1442.10998290497	74	Hub-Non-Bottleneck	HNB	11
1140	RNA1	1252.7683227911	18	Non-Hub-Non-Bottleneck	NHNB	4
1141	RNQ1	177.458178431997	9	Non-Hub-Non-Bottleneck	NHNB	4
1142	RNR4	535.132057967309	14	Non-Hub-Non-Bottleneck	NHNB	14
1143	RNT1	1028.14701364382	15	Non-Hub-Non-Bottleneck	NHNB	4
1144	RNY1	72.5007954884669	4	Non-Hub-Non-Bottleneck	NHNB	2
1145	ROD1	410.33236998722	13	Non-Hub-Non-Bottleneck	NHNB	4
1146	ROG3	217.443937117716	9	Non-Hub-Non-Bottleneck	NHNB	4
1147	ROT2	4953.74025011277	47	Hub-Bottleneck	HB	6
1148	ROX1	114.314938660903	5	Non-Hub-Non-Bottleneck	NHNB	4
1149	ROX3	689.232655280003	31	Hub-Non-Bottleneck	HNB	14
1150	RPB10	1759.43419038591	67	Hub-Bottleneck	HB	14
1151	RPB2	2736.7830172873	46	Hub-Bottleneck	HB	14
1152	RPB3	3710.29335121839	84	Hub-Bottleneck	HB	14
1153	RPB4	3457.26025229877	75	Hub-Bottleneck	HB	14
1154	RPB5	1355.29710620867	67	Hub-Non-Bottleneck	HNB	14
1155	RPB8	1813.54958163681	67	Hub-Bottleneck	HB	14
1156	RPC40	3343.02303525139	40	Hub-Bottleneck	HB	14
1157	RPD3	6196.62037907677	62	Hub-Bottleneck	HB	14
1158	RPG1	1324.76018343544	37	Hub-Non-Bottleneck	HNB	11
1159	RPL10	1715.44555100314	73	Hub-Bottleneck	HB	11
1160	RPL14A	1177.88388191541	72	Hub-Non-Bottleneck	HNB	11
1161	RPL1B	1280.41510543167	89	Hub-Non-Bottleneck	HNB	11
1162	RPL20B	733.513334615169	81	Hub-Non-Bottleneck	HNB	11
1163	RPL23A	3032.69840352745	96	Hub-Bottleneck	HB	11
1164	RPL24A	584.554909284962	64	Hub-Non-Bottleneck	HNB	11
1165	RPL28	3093.8869280425	112	Hub-Bottleneck	HB	11
1166	RPL2A	3356.48558311116	107	Hub-Bottleneck	HB	11
1167	RPL2B	1539.25798969593	95	Hub-Non-Bottleneck	HNB	11
1168	RPL3	2504.42379034234	108	Hub-Bottleneck	HB	11
1169	RPL30	2218.89264167863	103	Hub-Bottleneck	HB	11
1170	RPL31A	2039.08330581822	93	Hub-Bottleneck	HB	11
1171	RPL33A	783.905525033752	87	Hub-Non-Bottleneck	HNB	11
1172	RPL35A	2085.75387893469	98	Hub-Bottleneck	HB	11
1173	RPL35B	3132.0863485098	107	Hub-Bottleneck	HB	11
1174	RPL37B	2018.34882635818	100	Hub-Bottleneck	HB	11
1175	RPL39	743.426954074182	75	Hub-Non-Bottleneck	HNB	11
1176	RPL40B	39847.2909563979	234	Hub-Bottleneck	HB	4
1177	RPL4A	1557.78210710917	86	Hub-Non-Bottleneck	HNB	11
1178	RPL4B	1886.59264100971	75	Hub-Bottleneck	HB	11
1179	RPL5	1977.12396001641	105	Hub-Bottleneck	HB	11
1180	RPL8A	1374.79992111521	90	Hub-Non-Bottleneck	HNB	11
1181	RPL8B	1705.1394450812	80	Hub-Bottleneck	HB	11
1182	RPM2	111.755806719194	8	Non-Hub-Non-Bottleneck	NHNB	8
1183	RPN10	4986.41010787613	72	Hub-Bottleneck	HB	4
1184	RPN11	3069.36719329315	64	Hub-Bottleneck	HB	4
1185	RPN12	2070.73181535258	58	Hub-Bottleneck	HB	4
1186	RPN2	748.357920993264	54	Hub-Non-Bottleneck	HNB	4
1187	RPN4	1551.7233892497	29	Hub-Non-Bottleneck	HNB	4
1188	RPN5	1676.98724756624	60	Hub-Bottleneck	HB	4
1189	RPN6	2016.31486760524	60	Hub-Bottleneck	HB	4
1190	RPN8	1836.61854154003	69	Hub-Bottleneck	HB	4
1191	RPN9	764.24044182638	54	Hub-Non-Bottleneck	HNB	4
1192	RPO21	22065.1904112438	130	Hub-Bottleneck	HB	14
1193	RPO26	2798.93178368163	79	Hub-Bottleneck	HB	14
1194	RPO31	829.65592545974	31	Hub-Non-Bottleneck	HNB	14
1195	RPO41	240.92414731728	6	Non-Hub-Non-Bottleneck	NHNB	8
1196	RPP0	6468.34500650819	105	Hub-Bottleneck	HB	11
1197	RPP1A	351.266616725142	37	Hub-Non-Bottleneck	HNB	11
1198	RPS11B	3012.30964468748	118	Hub-Bottleneck	HB	11
1199	RPS12	1572.54149049494	95	Hub-Non-Bottleneck	HNB	11
1200	RPS14B	2343.05435122051	111	Hub-Bottleneck	HB	11
1201	RPS16A	3245.99909429382	107	Hub-Bottleneck	HB	11
1202	RPS20	3253.42585269145	112	Hub-Bottleneck	HB	11
1203	RPS25A	1741.01577656821	92	Hub-Bottleneck	HB	11
1204	RPS3	10157.8377161482	152	Hub-Bottleneck	HB	11
1205	RPS31	38577.8017222046	232	Hub-Bottleneck	HB	4
1206	RPS6B	3995.73548015172	120	Hub-Bottleneck	HB	11
1207	RPT1	1276.53686796356	61	Hub-Non-Bottleneck	HNB	4
1208	RPT2	2430.56929691445	54	Hub-Bottleneck	HB	4
1209	RRF1	1394.46716007571	47	Hub-Non-Bottleneck	HNB	11
1210	RRI1	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4
1211	RRP1	548.896085298204	42	Hub-Non-Bottleneck	HNB	11
1212	RRP4	735.04497303016	23	Non-Hub-Non-Bottleneck	NHNB	8
1213	RRP46	472.744867536973	22	Non-Hub-Non-Bottleneck	NHNB	8
1214	RRP5	978.961896659143	74	Hub-Non-Bottleneck	HNB	11
1215	RRP6	4340.82849365262	63	Hub-Bottleneck	HB	11
1216	RRP8	1747.3663060187	65	Hub-Bottleneck	HB	11
1217	RSA3	410.117787394217	35	Hub-Non-Bottleneck	HNB	11
1218	RSC30	178.554626308535	9	Non-Hub-Non-Bottleneck	NHNB	14
1219	RSE1	5011.89125066276	81	Hub-Bottleneck	HB	8
1220	RSM18	725.109322396416	54	Hub-Non-Bottleneck	HNB	11
1221	RSM23	739.233420599765	40	Hub-Non-Bottleneck	HNB	11
1222	RSM24	383.46364957771	39	Hub-Non-Bottleneck	HNB	11
1223	RSM26	660.538438092515	39	Hub-Non-Bottleneck	HNB	11
1224	RSM7	2982.62817000243	108	Hub-Bottleneck	HB	11
1225	RSP5	11312.9430168602	70	Hub-Bottleneck	HB	4
1226	RSR1	2485.55704419999	53	Hub-Bottleneck	HB	6
1227	RTG1	512.077017548416	12	Non-Hub-Non-Bottleneck	NHNB	4
1228	RTG2	1232.74867055407	20	Non-Hub-Non-Bottleneck	NHNB	14
1229	RTG3	93.5991184087789	6	Non-Hub-Non-Bottleneck	NHNB	4
1230	RTN1	992.258986098885	10	Non-Hub-Non-Bottleneck	NHNB	6
1231	RTS1	2780.25993838619	33	Hub-Bottleneck	HB	4
1232	RTT106	555.257015534414	25	Non-Hub-Non-Bottleneck	NHNB	14
1233	RTT109	580.849853639201	22	Non-Hub-Non-Bottleneck	NHNB	14
1234	RUB1	8740.12461748976	112	Hub-Bottleneck	HB	4
1235	RUD3	791.041698765625	12	Non-Hub-Non-Bottleneck	NHNB	5
1236	RVB2	1676.799232443	36	Hub-Bottleneck	HB	14
1237	RVS161	1319.79366748078	16	Non-Hub-Non-Bottleneck	NHNB	4
1238	RVS167	2831.58121715318	28	Hub-Bottleneck	HB	4
1239	RXT2	122.236885318469	11	Non-Hub-Non-Bottleneck	NHNB	14
1240	SAC1	1577.68330488861	26	Non-Hub-Non-Bottleneck	NHNB	4
1241	SAC3	2210.80673636408	30	Hub-Bottleneck	HB	4
1242	SAC6	1315.60747388402	20	Non-Hub-Non-Bottleneck	NHNB	4
1243	SAD1	271.420798300072	16	Non-Hub-Non-Bottleneck	NHNB	8
1244	SAH1	412.851228005256	13	Non-Hub-Non-Bottleneck	NHNB	18
1245	SAM1	2223.32730012023	16	Non-Hub-Bottleneck	NHB	4
1246	SAM2	250.547184055769	7	Non-Hub-Non-Bottleneck	NHNB	18
1247	SAM4	161.627015203373	13	Non-Hub-Non-Bottleneck	NHNB	18
1248	SAP155	210.837889103356	6	Non-Hub-Non-Bottleneck	NHNB	2
1249	SAR1	2431.34015608725	29	Hub-Bottleneck	HB	6
1250	SAS2	369.611677539517	21	Non-Hub-Non-Bottleneck	NHNB	14
1251	SAT4	59.9566683720233	5	Non-Hub-Non-Bottleneck	NHNB	4
1252	SAY1	141.836860312034	5	Non-Hub-Non-Bottleneck	NHNB	4
1253	SBA1	1466.67565072626	18	Non-Hub-Non-Bottleneck	NHNB	4
1254	SBH1	3093.84244876533	62	Hub-Bottleneck	HB	11
1255	SBP1	247.302673368492	11	Non-Hub-Non-Bottleneck	NHNB	8
1256	SCC2	587.40285587981	6	Non-Hub-Non-Bottleneck	NHNB	7
1257	SCC4	14.3036984725419	3	Non-Hub-Non-Bottleneck	NHNB	7
1258	SCD6	1169.54268800333	9	Non-Hub-Non-Bottleneck	NHNB	8
1259	SCH9	15198.6438154835	75	Hub-Bottleneck	HB	4
1260	SCJ1	1185.19795225291	15	Non-Hub-Non-Bottleneck	NHNB	6
1261	SCL1	1308.83993265063	57	Hub-Non-Bottleneck	HNB	4
1262	SCO1	54.0962461741981	5	Non-Hub-Non-Bottleneck	NHNB	23
1263	SCS2	5784.13149524057	44	Hub-Bottleneck	HB	6
1264	SCS3	75.9145216336856	5	Non-Hub-Non-Bottleneck	NHNB	10
1265	SCT1	786.677913139774	19	Non-Hub-Non-Bottleneck	NHNB	1
1266	SDH1	2481.72719816067	31	Hub-Bottleneck	HB	23
1267	SDH2	1498.47526541407	31	Hub-Non-Bottleneck	HNB	23
1268	SDH3	451.861443406338	26	Non-Hub-Non-Bottleneck	NHNB	23
1269	SDH4	273.402193422506	22	Non-Hub-Non-Bottleneck	NHNB	23
1270	SDH7	143.577790578545	5	Non-Hub-Non-Bottleneck	NHNB	23
1271	SDH8	25.1173694060798	2	Non-Hub-Non-Bottleneck	NHNB	23
1272	SDO1	387.260152121979	10	Non-Hub-Non-Bottleneck	NHNB	4
1273	SDS22	665.294945064747	25	Non-Hub-Non-Bottleneck	NHNB	8
1274	SEC1	958.517448658909	16	Non-Hub-Non-Bottleneck	NHNB	5
1275	SEC13	3340.03351657974	36	Hub-Bottleneck	HB	6
1276	SEC17	644.634025268943	22	Non-Hub-Non-Bottleneck	NHNB	5
1277	SEC18	4947.36948970926	33	Hub-Bottleneck	HB	5
1278	SEC2	461.366519062154	11	Non-Hub-Non-Bottleneck	NHNB	6
1279	SEC20	322.863726025472	19	Non-Hub-Non-Bottleneck	NHNB	5
1280	SEC22	8166.75431446026	62	Hub-Bottleneck	HB	5
1281	SEC23	2429.4944504646	32	Hub-Bottleneck	HB	6
1282	SEC24	1716.28952817322	29	Hub-Bottleneck	HB	6
1283	SEC26	3969.70222967339	51	Hub-Bottleneck	HB	6
1284	SEC27	7012.78533313392	49	Hub-Bottleneck	HB	6
1285	SEC4	7396.02347304343	62	Hub-Bottleneck	HB	6
1286	SEC59	141.467011331607	4	Non-Hub-Non-Bottleneck	NHNB	6
1287	SEC61	5825.62287955688	79	Hub-Bottleneck	HB	11
1288	SEC62	363.289018686529	13	Non-Hub-Non-Bottleneck	NHNB	4
1289	SEC63	343.120257508117	16	Non-Hub-Non-Bottleneck	NHNB	4
1290	SEC65	499.623326645304	52	Hub-Non-Bottleneck	HNB	11
1291	SEC66	192.169141489607	13	Non-Hub-Non-Bottleneck	NHNB	4
1292	SEC7	3094.29054312146	30	Hub-Bottleneck	HB	6
1293	SEC72	70.8066343631365	9	Non-Hub-Non-Bottleneck	NHNB	4
1294	SEC9	458.403602281737	23	Non-Hub-Non-Bottleneck	NHNB	5
1295	SED5	1934.60578821493	38	Hub-Bottleneck	HB	5
1296	SEI1	217.002939521027	3	Non-Hub-Non-Bottleneck	NHNB	10
1297	SEM1	2030.51521315139	41	Hub-Bottleneck	HB	4
1298	SER1	46.616780334927	4	Non-Hub-Non-Bottleneck	NHNB	2
1299	SET1	2413.18110704352	39	Hub-Bottleneck	HB	14
1300	SET3	199.008578306247	17	Non-Hub-Non-Bottleneck	NHNB	14
1301	SET6	4989.79303258838	35	Hub-Bottleneck	HB	4
1302	SEY1	517.507749852731	10	Non-Hub-Non-Bottleneck	NHNB	10
1303	SGF29	474.985706948848	17	Non-Hub-Non-Bottleneck	NHNB	14
1304	SGS1	864.164376284014	40	Hub-Non-Bottleneck	HNB	14
1305	SGT2	1675.48698625244	36	Hub-Bottleneck	HB	4
1306	SHE1	607.894366408075	20	Non-Hub-Non-Bottleneck	NHNB	4
1307	SHE2	8003.62092255898	34	Hub-Bottleneck	HB	4
1308	SHE3	176.649561431241	11	Non-Hub-Non-Bottleneck	NHNB	4
1309	SHM1	1573.32284678995	22	Non-Hub-Non-Bottleneck	NHNB	2
1310	SHO1	794.18323854161	13	Non-Hub-Non-Bottleneck	NHNB	4
1311	SHP1	366.484540445487	12	Non-Hub-Non-Bottleneck	NHNB	4
1312	SHQ1	185.728256470315	8	Non-Hub-Non-Bottleneck	NHNB	8
1313	SHR3	279.564673411651	10	Non-Hub-Non-Bottleneck	NHNB	6
1314	SHR5	233.481923950365	12	Non-Hub-Non-Bottleneck	NHNB	4
1315	SHS1	198.020104006029	11	Non-Hub-Non-Bottleneck	NHNB	4
1316	SIC1	901.416343157382	36	Hub-Non-Bottleneck	HNB	4
1317	SIL1	371.199195097253	18	Non-Hub-Non-Bottleneck	NHNB	11
1318	SIR1	205.748317430122	17	Non-Hub-Non-Bottleneck	NHNB	14
1319	SIR2	13366.2091766488	73	Hub-Bottleneck	HB	14
1320	SIR3	946.30079200589	32	Hub-Non-Bottleneck	HNB	14
1321	SIR4	520.885543911698	26	Non-Hub-Non-Bottleneck	NHNB	14
1322	SIS1	4533.09471252174	53	Hub-Bottleneck	HB	4
1323	SIT4	9348.35578355447	60	Hub-Bottleneck	HB	4
1324	SIW14	253.869608939215	11	Non-Hub-Non-Bottleneck	NHNB	4
1325	SKN7	977.80106623696	14	Non-Hub-Non-Bottleneck	NHNB	4
1326	SKO1	416.460137563992	9	Non-Hub-Non-Bottleneck	NHNB	4
1327	SKP1	6200.44872556002	78	Hub-Bottleneck	HB	4
1328	SKT5	158.504599353469	6	Non-Hub-Non-Bottleneck	NHNB	4
1329	SLA1	1350.96966628363	22	Non-Hub-Non-Bottleneck	NHNB	4
1330	SLC1	5068.30765076894	43	Hub-Bottleneck	HB	1
1331	SLG1	1266.55150064884	24	Non-Hub-Non-Bottleneck	NHNB	4
1332	SLK19	1114.85667132963	35	Hub-Non-Bottleneck	HNB	7
1333	SLM1	344.351121107225	10	Non-Hub-Non-Bottleneck	NHNB	4
1334	SLM2	164.542290820571	6	Non-Hub-Non-Bottleneck	NHNB	13
1335	SLM3	89.366033877291	3	Non-Hub-Non-Bottleneck	NHNB	33
1336	SLN1	889.771920461996	15	Non-Hub-Non-Bottleneck	NHNB	4
1337	SLS1	209.269646328095	5	Non-Hub-Non-Bottleneck	NHNB	8
1338	SLT2	11140.2662492684	73	Hub-Bottleneck	HB	4
1339	SLY1	1471.82936894397	22	Non-Hub-Non-Bottleneck	NHNB	5
1340	SLY41	252.496225675499	4	Non-Hub-Non-Bottleneck	NHNB	4
1341	SMC3	679.777496734295	17	Non-Hub-Non-Bottleneck	NHNB	4
1342	SMC4	515.307151137694	15	Non-Hub-Non-Bottleneck	NHNB	4
1343	SMF1	981.145740940698	20	Non-Hub-Non-Bottleneck	NHNB	6
1344	SMK1	369.6129341259	6	Non-Hub-Non-Bottleneck	NHNB	4
1345	SML1	2161.58978591327	28	Hub-Bottleneck	HB	14
1346	SMM1	472.484777925274	13	Non-Hub-Non-Bottleneck	NHNB	4
1347	SMT3	1743.30523371633	41	Hub-Bottleneck	HB	14
1348	SMX2	1051.53874026207	52	Hub-Non-Bottleneck	HNB	8
1349	SMY1	683.344095294541	25	Non-Hub-Non-Bottleneck	NHNB	6
1350	SNC1	6702.61452991855	67	Hub-Bottleneck	HB	5
1351	SNC2	4660.91406493317	64	Hub-Bottleneck	HB	5
1352	SND1	106.216408319086	5	Non-Hub-Non-Bottleneck	NHNB	4
1353	SND3	173.807580566251	9	Non-Hub-Non-Bottleneck	NHNB	29
1354	SNF1	13867.4527874734	69	Hub-Bottleneck	HB	4
1355	SNF7	978.210284603749	18	Non-Hub-Non-Bottleneck	NHNB	4
1356	SNO4	114.937912489279	10	Non-Hub-Non-Bottleneck	NHNB	20
1357	SNP1	564.849425196021	33	Hub-Non-Bottleneck	HNB	8
1358	SNQ2	71.9060874660027	6	Non-Hub-Non-Bottleneck	NHNB	4
1359	SNU13	2341.89957791709	76	Hub-Bottleneck	HB	8
1360	SNX4	787.931526053462	15	Non-Hub-Non-Bottleneck	NHNB	12
1361	SOD1	8885.72821953678	38	Hub-Bottleneck	HB	4
1362	SOD2	4702.82860975155	27	Hub-Bottleneck	HB	4
1363	SOK2	171.297146598546	7	Non-Hub-Non-Bottleneck	NHNB	4
1364	SOR2	113.748042399786	5	Non-Hub-Non-Bottleneck	NHNB	2
1365	SPA2	1130.32468837061	22	Non-Hub-Non-Bottleneck	NHNB	4
1366	SPC1	124.003322311158	7	Non-Hub-Non-Bottleneck	NHNB	6
1367	SPF1	269.860763012271	6	Non-Hub-Non-Bottleneck	NHNB	2
1368	SPO14	6474.28851685558	53	Hub-Bottleneck	HB	1
1369	SPO7	849.224849470667	19	Non-Hub-Non-Bottleneck	NHNB	4
1370	SPP1	853.146996500102	8	Non-Hub-Non-Bottleneck	NHNB	14
1371	SPT15	4234.52227066172	64	Hub-Bottleneck	HB	14
1372	SPT2	322.536106627874	15	Non-Hub-Non-Bottleneck	NHNB	14
1373	SPT20	390.413329060691	17	Non-Hub-Non-Bottleneck	NHNB	14
1374	SPT23	845.318898282968	18	Non-Hub-Non-Bottleneck	NHNB	4
1375	SPT3	586.961327118347	20	Non-Hub-Non-Bottleneck	NHNB	14
1376	SPT4	2423.41856122603	42	Hub-Bottleneck	HB	14
1377	SPT6	871.543005682799	24	Non-Hub-Non-Bottleneck	NHNB	14
1378	SPT7	1680.27278548911	29	Hub-Bottleneck	HB	14
1379	SQS1	1576.60639534089	55	Hub-Non-Bottleneck	HNB	11
1380	SRB2	229.138638269403	29	Hub-Non-Bottleneck	HNB	14
1381	SRB4	1091.64300765851	32	Hub-Non-Bottleneck	HNB	14
1382	SRB8	697.280554772124	24	Non-Hub-Non-Bottleneck	NHNB	14
1383	SRN2	172.09675494169	10	Non-Hub-Non-Bottleneck	NHNB	4
1384	SRO9	547.569717617887	19	Non-Hub-Non-Bottleneck	NHNB	8
1385	SRP1	5565.25990309571	47	Hub-Bottleneck	HB	4
1386	SRP14	317.339391278205	50	Hub-Non-Bottleneck	HNB	11
1387	SRP54	2736.36141797559	75	Hub-Bottleneck	HB	11
1388	SRP68	1858.52428482615	58	Hub-Bottleneck	HB	11
1389	SRS2	1185.87247284719	30	Hub-Non-Bottleneck	HNB	14
1390	SRV2	574.318769429882	15	Non-Hub-Non-Bottleneck	NHNB	4
1391	SRX1	282.661070499335	7	Non-Hub-Non-Bottleneck	NHNB	24
1392	SSA1	7008.874767738	56	Hub-Bottleneck	HB	4
1393	SSA2	906.846693836743	30	Hub-Non-Bottleneck	HNB	4
1394	SSA3	954.012339000035	21	Non-Hub-Non-Bottleneck	NHNB	4
1395	SSA4	3124.25946483969	39	Hub-Bottleneck	HB	4
1396	SSB1	1888.44683445698	34	Hub-Bottleneck	HB	4
1397	SSB2	716.808711064066	24	Non-Hub-Non-Bottleneck	NHNB	4
1398	SSC1	6704.19340972797	39	Hub-Bottleneck	HB	3
1399	SSD1	3821.32171807314	35	Hub-Bottleneck	HB	8
1400	SSE1	1731.12139688597	33	Hub-Bottleneck	HB	4
1401	SSE2	847.508729004107	23	Non-Hub-Non-Bottleneck	NHNB	4
1402	SSF1	1674.80291804343	53	Hub-Bottleneck	HB	11
1403	SSH1	2510.14208666974	67	Hub-Bottleneck	HB	11
1404	SSH4	302.149082247203	8	Non-Hub-Non-Bottleneck	NHNB	4
1405	SSK1	296.491311754745	11	Non-Hub-Non-Bottleneck	NHNB	4
1406	SSL2	2191.22223182082	62	Hub-Bottleneck	HB	14
1407	SSM4	1732.17047230738	30	Hub-Bottleneck	HB	4
1408	SSN2	294.721286514668	21	Non-Hub-Non-Bottleneck	NHNB	14
1409	SSN3	964.509441959888	29	Hub-Non-Bottleneck	HNB	14
1410	SSN8	1688.90571190916	48	Hub-Bottleneck	HB	14
1411	SSO1	872.506193626275	25	Non-Hub-Non-Bottleneck	NHNB	5
1412	SSQ1	239.78394730674	11	Non-Hub-Non-Bottleneck	NHNB	2
1413	SSS1	3365.33579166833	75	Hub-Bottleneck	HB	11
1414	SSU72	1070.09686760911	25	Non-Hub-Non-Bottleneck	NHNB	2
1415	SSZ1	351.590950676895	14	Non-Hub-Non-Bottleneck	NHNB	4
1416	STE11	4114.24268846647	57	Hub-Bottleneck	HB	4
1417	STE12	3396.51967908576	30	Hub-Bottleneck	HB	4
1418	STE2	511.978911574804	13	Non-Hub-Non-Bottleneck	NHNB	4
1419	STE20	2538.41824736428	38	Hub-Bottleneck	HB	4
1420	STE23	735.440630732061	23	Non-Hub-Non-Bottleneck	NHNB	2
1421	STE24	1589.15142587671	15	Non-Hub-Non-Bottleneck	NHNB	4
1422	STE5	861.187722674535	17	Non-Hub-Non-Bottleneck	NHNB	4
1423	STE6	231.540302861941	13	Non-Hub-Non-Bottleneck	NHNB	4
1424	STE7	540.345091873118	21	Non-Hub-Non-Bottleneck	NHNB	4
1425	STH1	1746.84530529737	31	Hub-Bottleneck	HB	4
1426	STI1	692.880343451084	27	Hub-Non-Bottleneck	HNB	4
1427	STL1	27.0427879616726	4	Non-Hub-Non-Bottleneck	NHNB	1
1428	STO1	5036.66948474966	95	Hub-Bottleneck	HB	8
1429	STP4	29.629535691842	4	Non-Hub-Non-Bottleneck	NHNB	4
1430	STR2	235.073603833899	14	Non-Hub-Non-Bottleneck	NHNB	18
1431	STT3	1825.6493550649	36	Hub-Bottleneck	HB	11
1432	STT4	2565.00286735682	24	Non-Hub-Bottleneck	NHB	4
1433	STU2	3864.11269969539	43	Hub-Bottleneck	HB	7
1434	SUA7	2287.33897166019	49	Hub-Bottleneck	HB	14
1435	SUB1	388.105291474239	19	Non-Hub-Non-Bottleneck	NHNB	14
1436	SUI1	676.705245274156	34	Hub-Non-Bottleneck	HNB	11
1437	SUI2	3867.90526793062	59	Hub-Bottleneck	HB	11
1438	SUI3	817.007711008102	32	Hub-Non-Bottleneck	HNB	11
1439	SUM1	341.542588592927	16	Non-Hub-Non-Bottleneck	NHNB	14
1440	SUP35	5851.44322594411	76	Hub-Bottleneck	HB	11
1441	SUP45	8683.98136286554	97	Hub-Bottleneck	HB	11
1442	SUR1	279.29147671959	8	Non-Hub-Non-Bottleneck	NHNB	4
1443	SUR2	1594.33270826524	19	Non-Hub-Non-Bottleneck	NHNB	27
1444	SUR7	361.86276758288	7	Non-Hub-Non-Bottleneck	NHNB	4
1445	SUT1	357.085064578127	20	Non-Hub-Non-Bottleneck	NHNB	8
1446	SUV3	1516.10333294204	12	Non-Hub-Non-Bottleneck	NHNB	8
1447	SWA2	1446.29827905323	21	Non-Hub-Non-Bottleneck	NHNB	4
1448	SWD1	591.1048184037	22	Non-Hub-Non-Bottleneck	NHNB	4
1449	SWD2	2680.94258679574	30	Hub-Bottleneck	HB	2
1450	SWD3	2568.15554944892	24	Non-Hub-Bottleneck	NHB	4
1451	SWE1	2736.83285222438	43	Hub-Bottleneck	HB	4
1452	SWI5	744.495279786395	34	Hub-Non-Bottleneck	HNB	14
1453	SWP1	606.771637282975	15	Non-Hub-Non-Bottleneck	NHNB	6
1454	SWR1	246.6516189655	22	Non-Hub-Non-Bottleneck	NHNB	14
1455	SYH1	44.4091788335336	4	Non-Hub-Non-Bottleneck	NHNB	2
1456	SYP1	1248.69534726391	14	Non-Hub-Non-Bottleneck	NHNB	4
1457	SYT1	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6
1458	TAF14	1629.70555851108	47	Hub-Non-Bottleneck	HNB	14
1459	TAF4	79.2070300031072	8	Non-Hub-Non-Bottleneck	NHNB	14
1460	TAF5	2095.45786729527	40	Hub-Bottleneck	HB	14
