rownames(topologies_lipid_stress_data_cluster_color)	Nodes	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership	Cluster_number	Color
819	MSB4	112.031515917287	13	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
820	MSC7	253.344126760026	5	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
821	MSF1	1029.54613997105	12	Non-Hub-Non-Bottleneck	NHNB	17	Cluster 17	#808D34
822	MSH6	668.221400593074	25	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
823	MSI1	338.361308483491	17	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
824	MSL1	920.486798124103	38	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
825	MSN2	1687.78085370603	33	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
826	MSN4	661.474315328685	25	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
827	MSP1	50.758882706016	5	Non-Hub-Non-Bottleneck	NHNB	30	Cluster 30	#C56225
828	MSS1	79.9146491201985	3	Non-Hub-Non-Bottleneck	NHNB	33	Cluster 33	#8D7831
829	MSS2	0	2	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
830	MSS4	1200.27813310932	25	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
831	MSS51	780.985975399746	12	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
832	MTF1	111.152789167027	4	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
833	MTF2	555.666263140429	8	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
834	MTL1	267.272793744507	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
835	MTQ2	83.7734349480546	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
836	MTR10	573.356981185003	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
837	MTR3	302.041809557699	13	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
838	MUB1	18.3168965381853	4	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
839	MUD1	1636.58611393948	41	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
840	MUK1	283.278809501536	6	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
841	MUS81	410.480508625612	20	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
842	MVD1	189.331800339768	4	Non-Hub-Non-Bottleneck	NHNB	28	Cluster 28	#9D696C
843	MVP1	284.943820587933	5	Non-Hub-Non-Bottleneck	NHNB	10	Cluster 10	#D9A007
844	MYO1	2585.50224524738	34	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
845	MYO2	7432.14585398391	49	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
846	MYO4	2079.6981331206	31	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
847	MYO5	252.874884101201	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
848	NA	1252.07082899026	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
849	NAB2	421.646839841106	16	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
850	NAF1	63.4828982144865	8	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
851	NAM7	6378.14112847931	73	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
852	NAM8	1821.08853694068	38	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
853	NAM9	1021.14978157253	56	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
854	NAP1	6505.07786352322	43	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
855	NAS2	1408.2867914482	46	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
856	NCP1	6695.66558770215	31	Hub-Bottleneck	HB	2	Cluster 2	#736957
857	NDE1	1193.96883157615	32	Hub-Non-Bottleneck	HNB	23	Cluster 23	#B9459A
858	NDE2	1241.24944710721	31	Hub-Non-Bottleneck	HNB	23	Cluster 23	#B9459A
859	NDI1	2220.12530291114	34	Hub-Bottleneck	HB	23	Cluster 23	#B9459A
860	NEJ1	240.061018548157	17	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
861	NEL1	225.185476658021	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
862	NFS1	672.556482929069	12	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
863	NGL2	350.777733371083	5	Non-Hub-Non-Bottleneck	NHNB	17	Cluster 17	#808D34
864	NGR1	417.416738336872	8	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
865	NHA1	67.5304121918775	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
866	NHP2	1292.34023182442	39	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
867	NHX1	123.598850243182	5	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
868	NIP1	510.964695935634	39	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
869	NIP100	395.190115303105	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
870	NIS1	91.5381414156627	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
871	NIT3	3684.49779573982	34	Hub-Bottleneck	HB	2	Cluster 2	#736957
872	NKP2	62.6997924884963	8	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
873	NMD2	1966.40367825218	50	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
874	NMD3	1140.22678182089	50	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
875	NMD5	959.203753629724	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
876	NMT1	382.612821453709	10	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
877	NNR1	233.710024760079	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
878	NOC3	949.335428689902	52	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
879	NOP1	2651.26473291321	61	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
880	NOP2	677.280816992783	46	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
881	NOT3	946.698773117262	17	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
882	NOT5	512.766892731809	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
883	NPL4	2958.35853683973	37	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
884	NPL6	667.343194157462	12	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
885	NPR1	1080.82281445664	15	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
886	NPT1	157.483803101878	6	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
887	NSA2	773.936414173428	69	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
888	NSI1	320.269623244221	15	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
889	NSP1	835.966629198091	20	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
890	NTE1	3201.44090829132	22	Non-Hub-Bottleneck	NHB	1	Cluster 1	#666666
891	NTF2	76.0786535113523	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
892	NUC1	214.537444223798	7	Non-Hub-Non-Bottleneck	NHNB	13	Cluster 13	#B3A90D
893	NUM1	407.877616249745	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
894	NUP1	1343.85233772835	23	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
895	NUP120	82.0036910735017	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
896	NUP2	1414.10056594944	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
897	NUP82	288.463514067769	15	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
898	NUP84	1578.16245156785	22	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
899	NUP85	277.157285064154	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
900	NYV1	1318.66350977244	30	Hub-Non-Bottleneck	HNB	5	Cluster 5	#99732C
901	OAR1	39.1305381618353	4	Non-Hub-Non-Bottleneck	NHNB	13	Cluster 13	#B3A90D
902	OCH1	1433.74148230274	20	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
903	OKP1	664.00036387517	25	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
904	OLE1	5677.36336702121	30	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
905	OLI1	3104.82955391472	59	Hub-Bottleneck	HB	3	Cluster 3	#806C49
906	OMA1	13.1590602357397	3	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
907	OPI1	1250.6168221645	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
908	OPI3	861.969429896217	18	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
909	ORC1	461.825357621877	20	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
910	ORC5	957.099423183727	31	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
911	ORM1	1056.12242804897	30	Hub-Non-Bottleneck	HNB	6	Cluster 6	#A6761D
912	ORM2	2088.38534222971	35	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
913	OSH3	1113.67942478795	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
914	OST1	3136.67462469428	51	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
915	OST3	3286.72815410493	37	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
916	OST5	139.055937992313	15	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
917	OST6	819.198611202533	20	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
918	OTU1	102.306698927385	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
919	OXA1	2812.19475447694	27	Hub-Bottleneck	HB	3	Cluster 3	#806C49
920	OXP1	101.291343824874	11	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
921	PAA1	392.214794972549	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
922	PAB1	6408.16668684237	88	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
923	PAC1	510.957178148427	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
924	PAC10	1047.26202299837	20	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
925	PAF1	2861.08625543758	27	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
926	PAH1	5579.6086623126	38	Hub-Bottleneck	HB	1	Cluster 1	#666666
927	PAM16	223.220713621637	29	Hub-Non-Bottleneck	HNB	3	Cluster 3	#806C49
928	PAM18	223.220713621637	29	Hub-Non-Bottleneck	HNB	3	Cluster 3	#806C49
929	PAN1	609.870393846742	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
930	PAP1	663.911724642769	23	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
931	PAT1	2917.30499811648	45	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
932	PBI2	89.6677148975886	5	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
933	PBN1	431.185138852836	17	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
934	PBP1	676.234777342786	15	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
935	PBR1	423.342199856658	12	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
936	PCA1	1185.85597509604	19	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
937	PCD1	116.058563948778	9	Non-Hub-Non-Bottleneck	NHNB	11	Cluster 11	#E6AB02
938	PCI8	42.9752215196429	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
939	PCK1	623.442715907887	22	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
940	PCM1	165.861941351656	4	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
941	PCP1	62.919584829158	4	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
942	PCT1	278.994025134499	9	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
943	PDA1	2913.77890560971	39	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
944	PDB1	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
945	PDC1	2430.32430117031	30	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
946	PDC6	905.759800123507	24	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
947	PDE2	2998.33223348626	30	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
948	PDI1	3019.99060439258	25	Non-Hub-Bottleneck	NHB	2	Cluster 2	#736957
949	PDR1	678.961353582792	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
950	PDR12	233.111106082191	7	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
951	PDR3	329.664008002387	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
952	PDR5	1145.20194851113	17	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
953	PEP12	3003.92060597121	34	Hub-Bottleneck	HB	5	Cluster 5	#99732C
954	PEP3	1347.48889924475	24	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
955	PEP4	4412.16320984063	36	Hub-Bottleneck	HB	2	Cluster 2	#736957
956	PEP5	500.468829465667	20	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
957	PEP7	254.520785089392	12	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
958	PEP8	1260.72795828489	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
959	PET100	0	1	Non-Hub-Non-Bottleneck	NHNB	36	Cluster 36	#1B9E77
960	PET127	54.7592633833935	3	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
961	PET9	1768.85090835037	19	Non-Hub-Bottleneck	NHB	3	Cluster 3	#806C49
962	PEX11	1002.87753555039	14	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
963	PEX13	928.663331235062	26	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
964	PEX14	1338.47772987985	28	Hub-Non-Bottleneck	HNB	2	Cluster 2	#736957
965	PEX15	128.475514387438	6	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
966	PEX18	43.2689446509248	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
967	PEX19	410.141150468535	13	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
968	PEX27	72.0168152511727	3	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
969	PEX3	207.342492949181	7	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
970	PEX34	148.583867941232	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
971	PEX5	2735.28453051598	31	Hub-Bottleneck	HB	2	Cluster 2	#736957
972	PFA3	20.7950497693967	2	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
973	PFK1	1636.06346705902	22	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
974	PFK2	468.613654507714	13	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
975	PFS1	862.825239021677	6	Non-Hub-Non-Bottleneck	NHNB	15	Cluster 15	#80A718
976	PFS2	481.422230297434	20	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
977	PGA3	34.8812312500497	2	Non-Hub-Non-Bottleneck	NHNB	22	Cluster 22	#D03792
978	PGC1	156.606344452098	7	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
979	PGI1	1510.21247595782	23	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
980	PGK1	1265.2405549768	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
981	PGM1	523.510110369328	13	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
982	PGM2	2033.64189833992	20	Non-Hub-Bottleneck	NHB	2	Cluster 2	#736957
983	PGS1	261.62394211445	8	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
984	PHB1	2587.36470388855	22	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
985	PHB2	1675.50783543009	19	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
986	PHO4	939.152011196912	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
987	PHO80	2304.46186866409	31	Hub-Bottleneck	HB	12	Cluster 12	#CCAA08
988	PHO81	305.487774682264	10	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
989	PHO84	573.3998768505	10	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
990	PHO85	5431.02722444381	48	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
991	PHO86	1039.74576399217	9	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
992	PHO87	204.146207680662	5	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
993	PHS1	32.8974839751172	4	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
994	PIB1	9.52866256674193	3	Non-Hub-Non-Bottleneck	NHNB	12	Cluster 12	#CCAA08
995	PIB2	101.885283912999	7	Non-Hub-Non-Bottleneck	NHNB	12	Cluster 12	#CCAA08
996	PIK1	883.164634410853	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
997	PIM1	2216.99604568923	29	Hub-Bottleneck	HB	2	Cluster 2	#736957
998	PIN4	197.380011709912	14	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
999	PIS1	1563.26382836015	15	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
1000	PKC1	10036.5203434019	70	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1001	PKP1	10.135454752482	6	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
1002	PLB1	166.411518872648	8	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
1003	PLB2	5.3663769382199	6	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
1004	PLB3	664.654984517617	10	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
1005	PLC1	8623.78957307517	59	Hub-Bottleneck	HB	7	Cluster 7	#B38118
1006	PMA1	1734.6152919605	17	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
1007	PMP3	62.1525084847453	4	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1008	PMR1	5782.41817909409	32	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1009	PMT1	1938.03046222242	25	Non-Hub-Bottleneck	NHB	29	Cluster 29	#B16649
1010	PMT2	2362.54919594396	27	Hub-Bottleneck	HB	29	Cluster 29	#B16649
1011	PMT4	119.394788936068	14	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
1012	PMT5	989.007966539367	15	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
1013	PMT6	189.296114663524	15	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
1014	PNC1	300.416986123994	9	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1015	POL2	3331.84918720291	63	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1016	POL30	2572.37259693845	70	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1017	POM33	115.101205625724	4	Non-Hub-Non-Bottleneck	NHNB	26	Cluster 26	#7570B3
1018	POP2	1750.04190299441	23	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
1019	POR1	2529.7648511405	29	Hub-Bottleneck	HB	3	Cluster 3	#806C49
1020	POS5	66.9711388726422	8	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
1021	POT1	6394.90069574265	40	Hub-Bottleneck	HB	2	Cluster 2	#736957
1022	POX1	4000.36061848677	28	Hub-Bottleneck	HB	2	Cluster 2	#736957
1023	PPH21	1260.47652934063	37	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1024	PPH22	2492.59341932677	47	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1025	PPH3	1436.11248830191	30	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1026	PPT1	256.942548235948	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1027	PPZ1	2181.94580975147	29	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1028	PRB1	452.309372132447	10	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
1029	PRC1	695.090554629135	23	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1030	PRD1	34.8987983847876	3	Non-Hub-Non-Bottleneck	NHNB	18	Cluster 18	#9A7449
1031	PRE1	1774.79877370687	64	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1032	PRE2	3149.19779023837	66	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1033	PRE3	421.662861574003	51	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1034	PRE4	1793.31246473302	58	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1035	PRE5	1185.63757999132	55	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1036	PRE6	1337.22894609382	57	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1037	PRE7	1134.90646266915	53	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1038	PRE8	4437.37691999115	70	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1039	PRE9	1632.81207329069	60	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1040	PRM1	186.392241282858	5	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
1041	PRO1	571.255315311467	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1042	PRO3	230.977713886234	5	Non-Hub-Non-Bottleneck	NHNB	19	Cluster 19	#B35B5F
1043	PRP11	1383.23923248269	39	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
1044	PRP18	1301.99237036675	26	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1045	PRP19	3591.4416675164	41	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
1046	PRP2	837.970289874915	24	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1047	PRP3	550.430097653266	33	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
1048	PRP39	128.548983957896	16	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1049	PRP45	654.036775585899	27	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
1050	PRP46	672.956215965909	28	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
1051	PRP6	1426.37054392666	46	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
1052	PRP8	2722.21264765498	54	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
1053	PRS3	1252.31928313137	25	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1054	PRX1	545.615731126979	11	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
1055	PRY2	41.6208682074517	3	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
1056	PSD1	3397.08321776392	29	Hub-Bottleneck	HB	1	Cluster 1	#666666
1057	PSD2	1768.92217348559	16	Non-Hub-Bottleneck	NHB	1	Cluster 1	#666666
1058	PSE1	2585.15248812471	32	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1059	PSK1	633.803886363093	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1060	PST2	19.1316506906573	3	Non-Hub-Non-Bottleneck	NHNB	13	Cluster 13	#B3A90D
1061	PTA1	878.231180765229	21	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1062	PTC1	1992.31761047969	28	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1063	PTC2	2346.56554176979	26	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
1064	PTC3	942.032613753662	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1065	PTC4	105.468545034513	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1066	PTI1	226.618201899569	18	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1067	PTP1	1459.21618327277	22	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1068	PUB1	235.171858932455	14	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1069	PUF3	339.568952223103	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1070	PUF6	1157.78965528112	52	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1071	PUP2	1775.54855830387	57	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1072	PUT1	570.142424099365	5	Non-Hub-Non-Bottleneck	NHNB	19	Cluster 19	#B35B5F
1073	PUT2	992.365260680924	23	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
1074	PWP2	3084.39956758674	48	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1075	PXA1	95.3119806144817	6	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1076	PXA2	274.447681941802	9	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1077	PYC1	2566.82863783663	35	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
1078	QCR10	463.820240457765	27	Hub-Non-Bottleneck	HNB	23	Cluster 23	#B9459A
1079	QCR2	2111.48345304153	38	Hub-Bottleneck	HB	23	Cluster 23	#B9459A
1080	QCR6	559.999204421067	31	Hub-Non-Bottleneck	HNB	23	Cluster 23	#B9459A
1081	QCR8	248.1387908184	30	Hub-Non-Bottleneck	HNB	23	Cluster 23	#B9459A
1082	QCR9	783.537948784663	31	Hub-Non-Bottleneck	HNB	23	Cluster 23	#B9459A
1083	QNS1	37.0327499075666	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1084	RAD1	1322.41295329811	56	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1085	RAD10	1237.63394864324	42	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1086	RAD14	673.556887320546	47	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1087	RAD17	598.087601245176	31	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1088	RAD18	922.103220345544	36	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1089	RAD2	586.089854149505	44	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1090	RAD23	2118.09678586485	61	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1091	RAD24	1183.04124856276	38	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
