rownames(topologies_lipid_stress_data_cluster_color)	Nodes	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership	Cluster_number	Color
271	COX20	73.3266124528652	13	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
272	COX4	2389.81473228873	47	Hub-Bottleneck	HB	3	Cluster 3	#806C49
273	COX5A	973.672578070463	42	Hub-Non-Bottleneck	HNB	3	Cluster 3	#806C49
274	COX6	274.925665663794	24	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
275	COX8	140.364185975036	21	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
276	COY1	63.9652482153403	4	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
277	CPA2	564.463670913072	12	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
278	CPR1	4243.04486734475	57	Hub-Bottleneck	HB	14	Cluster 14	#99A813
279	CPR5	740.912912754921	6	Non-Hub-Non-Bottleneck	NHNB	15	Cluster 15	#80A718
280	CPR6	646.647051013524	15	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
281	CPR7	426.798434730609	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
282	CPT1	72.6551051299677	11	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
283	CRD1	2209.03888111499	18	Non-Hub-Bottleneck	NHB	1	Cluster 1	#666666
284	CRM1	4966.81887587116	55	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
285	CRP1	226.479012972143	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
286	CSE1	825.805196953704	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
287	CSE2	487.688738056408	29	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
288	CSE4	2583.56089708966	45	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
289	CSG2	1446.80092384324	15	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
290	CSM3	236.491512332127	23	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
291	CTA1	4628.02689044575	33	Hub-Bottleneck	HB	2	Cluster 2	#736957
292	CTF13	805.106695244547	29	Hub-Non-Bottleneck	HNB	7	Cluster 7	#B38118
293	CTF18	277.965792049122	12	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
294	CTF19	236.918484531536	22	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
295	CTF3	76.2913865541981	20	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
296	CTF8	15.4167009453438	4	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
297	CTK1	2938.75468221355	51	Hub-Bottleneck	HB	14	Cluster 14	#99A813
298	CTR9	1251.89899407719	20	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
299	CTT1	968.866319366976	16	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
300	CUE1	902.150062132564	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
301	CUE5	1531.5952565209	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
302	CUL3	132.824466776983	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
303	CWC2	7830.37507433392	43	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
304	CWH41	1843.48695563195	24	Non-Hub-Bottleneck	NHB	6	Cluster 6	#A6761D
305	CWH43	427.637811717493	8	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
306	CYB2	10029.2293592196	69	Hub-Bottleneck	HB	3	Cluster 3	#806C49
307	CYB5	1105.66374559202	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
308	CYC1	3523.24579915005	27	Hub-Bottleneck	HB	23	Cluster 23	#B9459A
309	CYC7	1149.24746039674	21	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
310	CYM1	1420.30507470122	19	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
311	CYR1	3295.97199939443	47	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
312	CYS3	2855.38851720304	26	Non-Hub-Bottleneck	NHB	18	Cluster 18	#9A7449
313	CYS4	4572.25069384639	30	Hub-Bottleneck	HB	18	Cluster 18	#9A7449
314	CYT1	6741.90532187983	65	Hub-Bottleneck	HB	3	Cluster 3	#806C49
315	DAL3	176.598842121039	8	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
316	DAL7	1750.4920216015	27	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
317	DAP1	2714.05990549378	31	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
318	DBP5	2185.12203249113	52	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
319	DCK1	366.071794423794	14	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
320	DCP1	2688.7253875145	33	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
321	DCP2	1567.43962468441	27	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
322	DDL1	873.799218493706	12	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
323	DDP1	1679.47482817653	39	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
324	DED81	446.845242133748	11	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
325	DER1	978.882670428533	21	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
326	DFG16	77.8960832639563	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
327	DFG5	144.705234665992	9	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
328	DGA1	312.041158349451	12	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
329	DGK1	1828.76063399391	21	Non-Hub-Bottleneck	NHB	1	Cluster 1	#666666
330	DHH1	6794.57035184592	49	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
331	DID4	165.410228458402	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
332	DIM1	1048.11184531698	38	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
333	DIT2	78.7507121442089	5	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
334	DLD1	6343.90291259872	45	Hub-Bottleneck	HB	3	Cluster 3	#806C49
335	DLD2	185.95286989817	13	Non-Hub-Non-Bottleneck	NHNB	20	Cluster 20	#CD4274
336	DLD3	837.571901056509	17	Non-Hub-Non-Bottleneck	NHNB	20	Cluster 20	#CD4274
337	DNF1	232.526349482915	7	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
338	DNM1	7995.43154673367	38	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
339	DOA4	4671.29714100843	33	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
340	DOC1	1965.26221676607	31	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
341	DOM34	685.410403430765	36	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
342	DPB4	366.27503400277	20	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
343	DPL1	849.802771432345	14	Non-Hub-Non-Bottleneck	NHNB	27	Cluster 27	#896D90
344	DPP1	1047.51550666537	22	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
345	DPS1	318.193871627234	15	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
346	DRE2	2442.35946760147	24	Non-Hub-Bottleneck	NHB	2	Cluster 2	#736957
347	DRS2	5992.3251457234	58	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
348	DSK2	1929.55813337849	40	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
349	DSN1	1538.9399887028	28	Hub-Non-Bottleneck	HNB	7	Cluster 7	#B38118
350	DSS1	418.200125953551	11	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
351	DST1	1844.30998652543	56	Hub-Bottleneck	HB	14	Cluster 14	#99A813
352	DUG1	566.295479768645	13	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
353	DUN1	1931.66280980527	34	Hub-Bottleneck	HB	14	Cluster 14	#99A813
354	DUR1,2	1377.78177654075	17	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
355	DYN1	1502.19759314665	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
356	DYN2	1872.16190292639	29	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
357	ECM10	200.073240659307	9	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
358	ECM21	131.647451606384	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
359	ECM22	153.098380068812	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
360	ECM38	426.214664374783	15	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
361	EDC3	388.87098916633	18	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
362	EDE1	1156.55233541013	19	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
363	EEB1	0	1	Non-Hub-Non-Bottleneck	NHNB	35	Cluster 35	#419160
364	EFB1	596.458872180104	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
365	EFM6	478.273787623804	5	Non-Hub-Non-Bottleneck	NHNB	17	Cluster 17	#808D34
366	EGD2	589.449880584448	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
367	EGO4	56.7272998233378	3	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
368	EHD3	455.278762258503	35	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
369	ELC1	1641.62298250297	48	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
370	ELM1	1859.97023304817	30	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
371	ELO1	64.7307030034751	5	Non-Hub-Non-Bottleneck	NHNB	13	Cluster 13	#B3A90D
372	ELO2	647.511623468071	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
373	ELO3	3975.36907565697	26	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
374	ELP2	290.167842566416	12	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
375	EMC1	440.3248115114	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
376	EMC3	59.2893464661457	4	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
377	EMI2	1157.08961768746	19	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
378	EMP24	4033.65613565369	26	Non-Hub-Bottleneck	NHB	6	Cluster 6	#A6761D
379	EMP47	89.585763826974	5	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
380	EMW1	178.109046264596	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
381	END3	2197.50584305444	26	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
382	EPS1	68.4709180385108	4	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
383	EPT1	156.899530429284	14	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
384	ERC1	159.993373333169	4	Non-Hub-Non-Bottleneck	NHNB	18	Cluster 18	#9A7449
385	ERF2	592.229324221265	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
386	ERG1	736.969879522056	12	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
387	ERG10	1232.5744233977	23	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
388	ERG11	1698.63503761471	16	Non-Hub-Bottleneck	NHB	31	Cluster 31	#D95F02
389	ERG12	202.072053704104	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
390	ERG13	1669.30314693418	19	Non-Hub-Bottleneck	NHB	2	Cluster 2	#736957
391	ERG2	1667.34750906062	18	Non-Hub-Bottleneck	NHB	31	Cluster 31	#D95F02
392	ERG20	2122.75978184522	14	Non-Hub-Bottleneck	NHB	28	Cluster 28	#9D696C
393	ERG24	487.670402733166	13	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
394	ERG25	2804.58683795317	22	Non-Hub-Bottleneck	NHB	31	Cluster 31	#D95F02
395	ERG26	1638.85602565807	18	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
396	ERG27	439.152296948711	15	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
397	ERG28	28.903761600659	11	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
398	ERG29	343.194385822139	5	Non-Hub-Non-Bottleneck	NHNB	32	Cluster 32	#B36C19
399	ERG3	1540.122281934	19	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
400	ERG4	1194.33068899013	13	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
401	ERG5	760.575925514507	13	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
402	ERG6	6353.53210456488	34	Hub-Bottleneck	HB	31	Cluster 31	#D95F02
403	ERG7	705.577776652535	15	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
404	ERG8	315.170748264975	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
405	ERG9	1269.30755881704	16	Non-Hub-Non-Bottleneck	NHNB	28	Cluster 28	#9D696C
406	ERJ5	174.707153933159	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
407	ERO1	1128.60150758536	14	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
408	ERP1	633.86247080398	24	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
409	ERP2	1175.9495014351	17	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
410	ERV25	2376.85111091867	30	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
411	ERV29	1357.11174422841	40	Hub-Non-Bottleneck	HNB	6	Cluster 6	#A6761D
412	ERV41	1494.80515122454	18	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
413	ERV46	249.873411705671	11	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
414	ESA1	2534.19837287818	46	Hub-Bottleneck	HB	14	Cluster 14	#99A813
415	ESS1	1343.27182639686	28	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
416	EST2	586.849215268894	20	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
417	ETR1	2.19677159078774	2	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
418	ETT1	60.4975390376556	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
419	EUG1	986.222286416417	16	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
420	EXO70	147.183281533357	9	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
421	FAA1	689.298675986509	14	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
422	FAA2	303.799115730188	12	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
423	FAA3	250.641116288073	11	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
424	FAA4	1317.2004776667	17	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
425	FAB1	2903.09651605631	27	Hub-Bottleneck	HB	12	Cluster 12	#CCAA08
426	FAL1	1942.5250631219	62	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
427	FAR11	682.733430535982	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
428	FAR3	37.4034537073648	4	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
429	FAR8	68.2037195230599	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
430	FAS1	3356.28293162044	20	Non-Hub-Bottleneck	NHB	13	Cluster 13	#B3A90D
431	FAS2	2735.77865782971	16	Non-Hub-Bottleneck	NHB	13	Cluster 13	#B3A90D
432	FAT1	7577.37717666491	46	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
433	FBP1	1646.61184823476	22	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
434	FBP26	82.2763812220474	10	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
435	FES1	576.689901699848	22	Non-Hub-Non-Bottleneck	NHNB	11	Cluster 11	#E6AB02
436	FIN1	591.160955833271	32	Hub-Non-Bottleneck	HNB	7	Cluster 7	#B38118
437	FIP1	1554.33130005596	24	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
438	FIS1	628.234130402552	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
439	FKS1	3222.56982292313	29	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
440	FMP25	462.724380821215	7	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
441	FMP52	146.79844033285	4	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
442	FMS1	1135.65496378632	17	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
443	FOB1	311.359398179103	14	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
444	FOL2	492.875234776271	17	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
445	FOX2	1627.17964443656	24	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
446	FPR1	1437.88956371227	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
447	FPR3	331.674366201453	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
448	FPR4	492.620697387438	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
449	FRA1	133.480789945972	6	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
450	FRD1	17.3228016037797	2	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
451	FRS1	321.429408392828	7	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
452	FRS2	190.972830601605	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
453	FTR1	280.574945152594	5	Non-Hub-Non-Bottleneck	NHNB	13	Cluster 13	#B3A90D
454	FUM1	975.05145612958	22	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
455	FUN12	2028.18106672493	87	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
456	FUS3	7362.63782745253	76	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
457	FYV8	162.765315596137	6	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
458	FZO1	578.288819850025	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
459	GAD1	1250.85482903656	24	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
460	GAL2	123.875273622995	2	Non-Hub-Non-Bottleneck	NHNB	20	Cluster 20	#CD4274
461	GAL83	49.7901240794173	7	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
462	GAP1	406.580237362703	9	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
463	GAR1	1034.8419577277	28	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
464	GAS1	1733.53429687323	21	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
465	GCD1	510.666379917103	14	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
466	GCD11	2597.03009455572	58	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
467	GCD2	220.570338548176	13	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
468	GCD6	385.837562197827	15	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
469	GCD7	1282.93520447077	21	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
470	GCN1	839.062074720812	19	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
471	GCN2	3392.70556889335	37	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
472	GCN20	209.98739392264	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
473	GCN3	2256.5058434566	24	Non-Hub-Bottleneck	NHB	2	Cluster 2	#736957
474	GCN4	6022.65756717607	41	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
475	GCN5	7728.62577762025	73	Hub-Bottleneck	HB	14	Cluster 14	#99A813
476	GCV1	576.948531819491	20	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
477	GCV3	940.830069218334	22	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
478	GDB1	569.54915450331	8	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
479	GDE1	228.315425534068	8	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
480	GDH1	6224.26455099048	47	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
481	GDH2	2678.19846928129	39	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
482	GDH3	2176.62124711154	40	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
483	GDI1	1173.52968174568	24	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
484	GEM1	2571.99145306835	30	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
485	GEP4	76.3391847189098	6	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
486	GET1	224.496018906292	8	Non-Hub-Non-Bottleneck	NHNB	30	Cluster 30	#C56225
487	GET2	120.358802390467	4	Non-Hub-Non-Bottleneck	NHNB	30	Cluster 30	#C56225
488	GET3	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
489	GET4	534.637940348702	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
490	GFA1	1341.23113855508	19	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
491	GGA2	3297.41745244291	48	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
492	GIM3	206.282464888991	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
493	GIM4	210.339227034999	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
494	GIN4	1886.14602546617	24	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
495	GIP3	18.4557024275026	3	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
496	GIP4	44.1814041447594	4	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
497	GIS1	881.966773140623	29	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
498	GLC7	11304.9022984064	76	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
499	GLG2	484.749872563407	9	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
500	GLN1	1558.57894362527	26	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
501	GLN3	868.025729884602	19	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
502	GLN4	1681.78767797006	28	Hub-Bottleneck	HB	2	Cluster 2	#736957
503	GLO1	207.873925129322	8	Non-Hub-Non-Bottleneck	NHNB	20	Cluster 20	#CD4274
504	GLO2	124.199431721737	8	Non-Hub-Non-Bottleneck	NHNB	20	Cluster 20	#CD4274
505	GLO3	3174.34750387328	31	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
506	GLO4	299.541312204048	9	Non-Hub-Non-Bottleneck	NHNB	20	Cluster 20	#CD4274
507	GLR1	465.138395901912	10	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
508	GLT1	4533.40455896692	40	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
509	GLY1	346.510440681931	10	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
510	GND2	480.424250192015	5	Non-Hub-Non-Bottleneck	NHNB	15	Cluster 15	#80A718
511	GOR1	62.3184038657194	7	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
512	GOS1	513.922197574765	23	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
513	GOT1	130.543747066387	8	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
514	GPA1	686.359435917979	19	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
515	GPA2	1286.34463668439	22	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
516	GPD1	3441.92956388341	26	Non-Hub-Bottleneck	NHB	1	Cluster 1	#666666
517	GPD2	1330.91643187885	18	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
518	GPH1	260.555857211445	7	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
519	GPI18	158.685505831898	15	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
520	GPN2	13.3928959941126	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
521	GPP1	1693.77680949509	14	Non-Hub-Bottleneck	NHB	1	Cluster 1	#666666
522	GPP2	322.905747977855	11	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
523	GPT2	561.946276429987	17	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
524	GPX2	149.898139962034	9	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
525	GRH1	336.218092250463	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
526	GRR1	3835.02429541785	71	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
527	GRS1	506.352786667467	14	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
528	GRX3	1120.96717746825	13	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
529	GRX5	2029.89791529695	17	Non-Hub-Bottleneck	NHB	2	Cluster 2	#736957
530	GSH1	2841.21627598292	28	Hub-Bottleneck	HB	2	Cluster 2	#736957
531	GSH2	548.585445688246	12	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
532	GSP1	2568.61873685089	35	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
533	GSY2	417.058435092285	9	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
534	GTR1	515.842295575613	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
535	GTR2	570.299116898973	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
536	GTS1	635.921642585495	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
537	GUP1	61.5468111424282	4	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
538	GUS1	3671.06944423729	35	Hub-Bottleneck	HB	2	Cluster 2	#736957
539	GUT1	2048.1402530811	17	Non-Hub-Bottleneck	NHB	1	Cluster 1	#666666
540	GUT2	1813.55888013406	18	Non-Hub-Bottleneck	NHB	1	Cluster 1	#666666
541	GVP36	68.9496250905061	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
542	GYP7	224.510612256865	8	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
543	HAC1	6458.97492233428	40	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
544	HAM1	876.031243536515	23	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
