!Series_title	"Differential yeast gene transcription during brewery propagation"
!Series_geo_accession	"GSE16376"
!Series_sample_id	"GSM410831 GSM410832 GSM410833 GSM410834 GSM410835 GSM410836 GSM410837 GSM410838 GSM410839 GSM410840 GSM410841 GSM410842"
!Series_platform_id	"GPL2529"
!Series_platform_taxid	"4896"
!Series_platform_taxid	"4932"
!Series_sample_taxid	"27292"
!Sample_title	"Prop_0h_A"	"Prop_0h_B"	"Prop_0h_C"	"Prop_4h_A"	"Prop_4h_B"	"Prop_4h_C"	"Prop_8h_A"	"Prop_8h_B"	"Prop_8h_C"	"Prop_30h_A"	"Prop_30h_B"	"Prop_30h_C"
!Sample_geo_accession	"GSM410831"	"GSM410832"	"GSM410833"	"GSM410834"	"GSM410835"	"GSM410836"	"GSM410837"	"GSM410838"	"GSM410839"	"GSM410840"	"GSM410841"	"GSM410842"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_description	"Prop_0h_A"	"Prop_0h_B"	"Prop_0h_C"	"Prop_4h_A"	"Prop_4h_B"	"Prop_4h_C"	"Prop_8h_A"	"Prop_8h_B"	"Prop_8h_C"	"Prop_30h_A"	"Prop_30h_B"	"Prop_30h_C"
!Sample_platform_id	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"
!Sample_data_row_count	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"
!series_matrix_table_begin
"ID_REF"	"GSM410831"	"GSM410832"	"GSM410833"	"GSM410834"	"GSM410835"	"GSM410836"	"GSM410837"	"GSM410838"	"GSM410839"	"GSM410840"	"GSM410841"	"GSM410842"
"1771295_at"	6.04962	9.44397	2.93016	1.8148	1.97597	3.17664	0.88093	3.73636	4.18411	2.75877	3.36532	12.4745
"1771296_at"	17.6322	32.8931	24.7925	18.1895	18.6234	23.2254	30.3475	24.3842	9.6151	21.3124	27.8902	18.1475
"1771297_at"	10.6578	5.59294	5.28162	2.43192	2.64097	1.40048	1.13218	1.22506	12.7947	3.69684	0.773864	0.64167
"1771298_at"	18.7337	0.400326	11.8459	0.778964	0.403847	1.42029	4.60607	1.14488	4.92058	5.01549	9.59309	3.98923
"1771299_at"	261.108	415.532	1174.24	369.615	377.952	463.507	66.7634	35.7301	26.9254	43.9938	75.1877	54.2455
"1771300_at"	1.84096	1.18647	1.12591	1.24566	2.13177	0.254211	0.51088	0.350676	0.270433	0.261707	0.594647	1.01073
"1771301_at"	2.30339	4.9705	0.499274	0.123189	0.215713	0.274784	4.85097	0.264482	3.06561	0.708543	0.611541	0.256016
"1771302_at"	145.288	748.922	929.307	194.183	169.555	173.235	42.106	47.7757	22.6993	59.7724	68.3495	44.3965
"1771303_at"	0.698683	1.29166	4.77309	0.174906	0.176569	0.189047	7.25624	0.628963	0.446561	4.99738	2.71908	3.15332
"1771304_at"	668.327	1019.98	1943.39	41.9159	38.7376	46.414	48.1245	59.0529	26.715	33.4646	50.9035	58.9933
"1771305_at"	237.26	2737.07	4216.53	1575.75	1521.19	1246.45	184.996	121.441	75.6819	190.489	246.765	204.362
"1771306_at"	2.28805	4.61391	1.39394	2.50277	2.53608	1.86558	0.751937	0.865641	2.17669	1.48206	0.447082	0.691951
"1771307_at"	0.289578	2.75854	0.678915	0.721023	0.224656	2.56748	2.17563	2.7333	6.65608	7.61008	7.03757	11.6523
"1771308_at"	36.5666	16.5538	21.5839	5.19601	7.33499	4.81462	27.4699	24.9777	39.2723	38.6004	40.5963	37.672
"1771309_at"	8.64736	8.44237	0.685895	0.463624	1.47216	1.38163	3.36067	7.20988	0.941902	1.01192	1.34816	0.200843
"1771310_at"	349.411	475.992	1082.73	149.346	137.535	129.681	55.623	67.1583	32.9123	38.9061	87.1085	77.2142
"1771311_at"	0.450585	4.11254	2.66127	1.73165	0.402128	1.90931	8.28952	0.790844	0.352966	0.705508	2.03542	13.7412
"1771312_at"	26.4789	76.2206	136.043	48.8726	59.3463	58.4088	13.6809	16.2833	6.27722	16.4626	20.5066	16.6363
"1771313_at"	314.599	1788.28	2855.79	710.489	708.157	680.093	35.0622	30.9457	13.5659	48.2474	43.972	53.6612
"1771314_at"	19.0503	7.18094	2.07428	0.207843	1.1325	0.213854	0.451871	0.367228	2.80963	2.38822	0.662177	3.03646
"1771315_at"	325.979	163.412	289.029	77.0682	77.0388	93.0304	69.8274	68.7672	62.6719	62.4839	71.0048	77.8032
"1771316_at"	8.68911	15.3953	12.5282	6.51446	3.04493	1.31756	7.16258	4.51147	3.14242	6.01303	5.55216	8.43703
"1771317_at"	1757.05	729.596	1368.92	424.468	434.858	467.103	98.7602	95.0286	33.1343	49.6236	86.5519	47.5849
"1771318_at"	0.992554	10.7104	1.95675	0.5949	0.892916	0.293596	0.783518	1.12099	0.548654	0.356109	1.14011	8.13839
"1771319_at"	118.566	171.355	262.913	119.422	125.383	159.709	29.2021	42.602	37.1092	43.626	92.9727	62.8049
"1771320_at"	419.71	1132.22	1994.24	158.369	172.763	196.292	123.41	73.2575	43.586	62.7306	127.191	59.4028
"1771321_at"	184.195	159.486	296.884	133.558	96.5441	111.722	59.2061	41.2585	20.925	34.119	86.5331	56.7149
"1771322_at"	1.78894	3.93835	5.14534	1.74504	0.323843	0.414343	2.59538	1.35335	1.46332	0.835826	1.20636	1.29972
"1771323_at"	141.332	136.024	158.899	64.4273	62.3379	55.9499	126.28	62.9459	60.1939	120.049	119.166	87.7483
"1771324_at"	220.075	855.319	1488.48	110.149	101.712	116.292	29.1796	44.7557	34.0495	29.9816	52.5208	56.1718
"1771325_at"	5.31961	0.359886	0.747504	0.277827	0.348698	0.212883	0.818849	0.036591	2.52759	0.0814282	2.42098	0.134318
"1771326_at"	20.4522	25.0804	44.3307	3.84558	3.82629	5.0484	22.3331	29.8461	22.9813	22.1999	42.729	61.3939
"1771327_at"	0.636733	0.690551	2.22506	0.144318	0.0945894	0.945665	0.432909	3.27434	0.971293	0.801954	0.684695	1.65616
"1771328_at"	203.214	967.14	2069.47	731.796	732.935	793.854	24.5701	26.4395	16.7041	38.6348	47.9039	31.1247
"1771329_at"	505.835	380.606	753.975	98.5596	114.986	123.888	22.4122	28.0965	9.81085	24.8778	23.4519	27.9415
"1771330_at"	168.799	185	304.464	44.5949	43.0783	61.9297	52.9313	56.1449	26.6155	54.4319	48.3763	74.8657
"1771331_at"	766.498	1560.73	2291.65	437.044	496.478	484.994	195.038	158.593	91.1543	284.838	341.348	315.729
"1771332_at"	0.316616	8.26391	0.741975	0.070165	0.052806	0.626856	0.247737	0.196868	0.142847	0.121018	0.378424	0.220656
"1771333_at"	20.4972	9.22533	16.4854	6.23297	4.38525	4.21443	4.62164	12.2174	0.94696	6.58565	1.93853	1.20666
"1771334_at"	138.017	85.9752	162.722	49.8817	56.9667	57.6735	30.2638	31.1827	13.5427	20.9049	43.5629	34.853
"1771335_at"	5.50533	12.2693	12.4461	2.36141	1.02039	2.7452	8.90826	13.3491	7.243	8.81641	4.69981	7.5321
"1771336_at"	13.7739	17.4982	15.026	4.76913	5.72307	3.88454	12.6331	1.36519	7.78477	6.9869	6.55927	16.5415
"1771337_at"	230.85	1311.09	2034.83	723.144	642.087	625.181	79.9907	54.4664	46.1961	88.6224	95.9754	79.9689
"1771338_at"	17.2462	1.99388	16.0538	0.221527	2.48324	0.675384	5.30127	1.50429	0.721658	1.97948	4.10914	5.57959
"1771339_at"	4.08843	0.458908	1.1117	0.722636	0.153957	0.603955	5.98741	1.32164	7.12902	7.26033	0.975055	0.880281
"1771340_at"	167.639	89.4092	133.789	48.4898	51.3974	55.9425	30.6805	33.7436	24.3591	26.8258	31.1147	28.8065
"1771341_at"	297.162	587.277	1107.47	178.943	172.652	197.323	109.406	132.697	56.6421	198.158	314.139	313.268
"1771342_at"	10.0473	0.530504	10.083	0.385929	1.4055	1.85182	9.94611	10.635	5.83854	7.03383	12.5257	10.3584
"1771343_at"	1.16788	4.11438	2.13201	1.18861	1.86709	2.05827	5.38932	2.68657	12.3465	7.95211	11.214	8.91034
"1771344_at"	18.8229	32.8002	30.9545	12.8605	12.3792	7.11924	19.8081	13.0137	8.73644	19.5922	24.9978	20.935
"1771345_at"	8.74143	1.62485	4.62308	1.09623	4.62075	0.539871	2.14516	4.75453	0.46556	4.89346	1.48564	2.28228
"1771346_at"	72.0894	135.472	281.339	107.952	105.965	110.205	16.5143	14.019	7.04476	25.2394	25.8203	17.1389
"1771347_at"	12.5518	12.9136	6.72903	0.557035	2.91797	2.79721	3.10161	7.54285	2.66533	8.89676	1.05566	4.31182
"1771348_at"	41.1764	12.743	38.2575	6.37015	9.52157	7.16735	111.581	91.2785	70.3708	95.2125	104.621	97.0573
"1771349_at"	96.14	311.394	449.815	148.578	151.275	144.241	49.2469	48.7256	29.125	71.8845	88.9525	68.7859
"1771350_at"	13.3721	3.12155	1.24051	0.116915	2.95496	1.31684	14.9335	1.20653	7.10606	4.70228	5.59216	4.32195
"1771351_at"	3.98244	0.873588	3.22058	3.22266	0.603025	2.27449	0.951201	9.28641	1.04656	1.24242	0.83744	11.1181
"1771352_at"	15.9333	9.23371	1.43183	0.368753	0.146163	0.713531	1.37155	9.83399	0.772961	4.92635	5.93592	12.1648
"1771353_at"	3294.21	3475.43	5264.78	1035.26	1028.45	1075.82	55.1067	47.9576	27.4767	34.5279	50.2904	37.4006
"1771354_at"	5.38007	0.632298	0.288247	1.34974	0.693815	0.972875	0.55096	0.766142	0.735958	0.226319	0.301082	0.220936
"1771355_at"	43.7316	43.7253	78.2859	21.0858	15.5513	20.4504	81.0922	129.37	62.7268	175.861	183.263	234.687
"1771356_at"	13.4451	3.80719	1.23816	0.914698	2.19101	1.06865	3.41675	0.282899	8.12994	2.51751	2.01668	0.311753
"1771357_at"	1.00136	0.352508	0.514817	2.12885	0.15963	0.313284	4.71518	0.607106	3.73443	1.92822	7.58601	4.17055
"1771358_at"	103.069	106.03	245.264	31.7729	32.7116	36.8298	46.3515	36.9924	18.1091	57.7536	83.6223	70.2784
"1771359_at"	101.367	432.097	687.6	26.5358	22.9649	19.0676	135.831	145.029	98.2556	106.865	231.41	190.41
"1771360_at"	12.0459	1.6008	14.6897	0.374665	0.332796	2.49351	1.56441	4.00188	1.06801	1.37885	2.71187	2.17118
"1771362_at"	1.45937	6.47049	1.85325	0.181414	3.35126	0.170182	2.32821	0.853542	0.653319	0.91205	1.55476	1.43296
"1771363_at"	58.2195	30.2308	78.379	28.0342	24.652	37.2609	177.107	150.257	114.53	262.489	270.422	232.174
"1771364_at"	527.549	279.818	557.762	80.0208	83.2803	121.484	213.928	159.669	114.662	275.643	260.476	254.897
"1771365_at"	11.655	3.3016	15.3359	9.14202	3.52243	6.68617	2.7431	2.31763	9.32774	8.09929	1.99096	10.4556
"1771366_at"	5.95342	3.29865	7.25157	1.22303	0.648399	2.98493	8.43221	3.1655	3.12704	4.23157	1.15091	1.82769
"1771367_at"	74.1646	259.605	607.362	55.3047	43.9436	52.6762	30.3164	37.9018	18.9169	46.338	42.3572	55.9676
"1771369_at"	3.94869	2.66582	3.09829	6.08518	1.03058	1.43052	12.601	9.17944	0.841039	0.865253	7.49995	12.9665
"1771370_at"	5.40821	1.21975	1.3398	0.515565	0.770504	0.182901	7.0404	2.0712	1.71856	5.45453	1.18224	0.584868
"1771371_at"	2.85146	1.46655	1.89423	0.635433	0.433981	0.24542	1.707	1.66102	0.794857	1.86659	1.87015	8.42392
"1771372_at"	339.701	638.903	1096.47	91.4298	85.7639	96.9248	43.5395	76.0945	48.1719	89.1378	124.619	181.764
"1771373_at"	70.5371	38.2619	48.243	22.733	16.4981	20.2625	94.1641	69.0524	27.4102	47.8546	89.8006	75.0931
"1771374_at"	6.27488	3.36014	3.34738	3.1851	0.817848	0.648951	0.406508	0.864226	1.12216	0.640566	0.764132	1.05438
"1771375_at"	90.7278	235.163	346.344	105.407	101.033	88.7365	186.137	139.568	99.087	241.168	299.452	204.315
"1771376_at"	69.9782	73.1236	191.609	79.3142	76.0636	82.2839	21.1666	25.4476	17.1655	22.2092	29.3004	40.8253
"1771377_at"	18.1914	1.30954	5.71464	1.26329	0.505589	0.161119	12.7147	0.837943	0.628379	1.79551	3.61363	0.386401
"1771378_at"	100.72	459.358	866.65	37.2523	42.5312	43.305	90.9353	159.009	84.3444	92.9008	146.833	174.18
"1771379_at"	28.9209	18.4475	25.6277	2.99355	2.70227	3.16397	1.96981	12.2457	12.7917	8.96647	14.8477	8.34689
"1771380_at"	2.60746	8.49758	3.008	0.315567	0.220368	0.252199	1.52183	5.43032	0.44603	0.806789	5.25252	0.705888
"1771381_at"	19.5695	18.0929	33.881	3.02309	3.54079	2.859	19.566	5.29623	12.207	6.394	3.67683	13.5412
"1771382_at"	278.145	281.6	640.722	53.6151	59.5226	61.8351	62.8966	73.8776	49.8541	65.763	117.772	120.068
"1771383_at"	102.531	118.855	330.965	91.5874	77.7149	78.8004	31.9746	37.9837	19.4091	21.3359	72.5509	34.7241
"1771384_at"	13.375	4.33692	6.94345	0.487324	4.44773	1.76574	2.20048	0.849842	6.50385	0.630167	7.82273	0.978148
"1771386_at"	24.8212	2.36808	18.9272	2.60883	4.93504	3.36649	8.44114	18.4397	7.63753	6.58089	16.1416	7.40195
"1771387_at"	155.99	30.9719	89.4766	72.918	73.5083	73.9222	192.329	162.895	74.3836	146.13	214.329	153.92
"1771388_at"	45.0538	104.647	164.969	71.5745	66.968	63.0697	14.3556	7.14185	2.54666	26.6745	32.7574	4.49616
"1771389_at"	136.285	218.368	484.879	79.9968	68.1262	70.6326	17.9783	26.0464	10.0633	23.243	47.2968	37.841
"1771390_at"	141.175	131.826	382.664	43.326	31.3439	33.6755	22.6136	18.6194	10.186	5.04835	13.3203	13.4479
"1771391_at"	217.87	230.747	279.108	158.657	168.875	172.542	23.3987	35.3266	26.5062	53.3776	52.0478	36.6153
"1771392_at"	97.3434	163.012	447.599	53.4487	44.4211	59.0681	16.0383	19.0151	8.77249	12.2703	24.1029	24.7899
"1771393_at"	315.151	86.6435	194.957	32.7904	37.008	42.0801	24.9741	33.1752	12.2895	33.5979	59.0148	34.737
"1771394_at"	1.21584	10.8926	3.09373	1.34197	3.07176	3.1209	1.12059	6.54632	1.1605	0.359549	1.2112	1.27684
"1771395_at"	207.992	613.176	1199.47	443.6	459.616	440.342	27.4023	29.5111	22.4273	32.9778	54.5602	47.3532
"1771396_at"	1306.33	3080.18	4759.23	358.877	346.399	442.196	84.2599	77.7164	24.8296	58.1944	76.8001	65.8109
"1771397_at"	214.957	152.523	362.48	102.638	114.376	122.307	89.0808	90.8074	60.4707	103.75	162.933	197.762
"1771398_at"	23.5007	10.5665	9.3927	3.17132	4.81979	1.94117	10.9897	9.78136	3.9739	11.4509	18.3826	11.72
"1771399_at"	75.3238	317.271	649.622	84.663	90.427	92.8821	72.2838	46.3184	38.2688	62.2962	63.0946	57.314
"1771400_at"	13.5162	3.36839	1.65639	0.351527	4.66554	2.40164	9.6816	7.07733	6.18978	3.82355	8.51416	4.22169
"1771401_at"	215.217	214.924	524.794	137.115	138.173	141.354	38.4429	29.6027	11.7967	29.0624	23.2716	26.4011
"1771402_at"	125.902	751.693	1152.76	695.917	719.066	631.615	84.6213	83.0794	71.2151	94.8025	166.81	155.917
"1771403_at"	5.16588	4.89842	4.44183	4.99114	2.25925	2.71705	6.32478	6.83235	5.7997	1.8086	3.76431	0.324068
"1771404_at"	46.3894	212.772	427.317	189.242	194.968	201.091	29.4589	30.2746	25.6086	37.1766	37.4236	43.7729
"1771405_at"	306.435	564.132	1029.56	179.894	192.283	221.776	39.1557	21.7008	16.5398	24.4901	31.5718	35.7361
"1771406_at"	1.23545	0.98167	9.53142	1.72283	0.548493	2.15565	13.2965	5.67019	13.413	2.38462	1.85717	1.38544
"1771408_at"	704.388	280.894	834.773	173.001	160.005	198.978	52.7907	52.7931	18.5871	29.057	66.7033	62.5654
"1771409_at"	1.67626	1.7483	0.305425	0.618704	0.272261	0.189335	0.644241	8.07975	4.04942	8.54353	1.1935	1.89622
"1771410_at"	665.391	121.58	289.948	88.7452	106.71	114.259	71.2009	87.9791	34.0119	91.6714	173.341	171.217
"1771411_at"	4.51645	0.397621	7.88342	2.07493	0.550789	0.223826	1.25406	0.456934	4.55048	3.13477	5.84575	4.48164
"1771412_at"	1.20965	6.44279	17.0603	3.12217	3.59887	3.54376	9.23622	5.37179	2.90223	6.83093	1.98215	8.22781
"1771413_at"	119.815	65.0215	59.7571	6.50044	15.3634	12.8514	357.15	312.437	218.495	682.339	630.63	649.875
"1771414_at"	0.866589	1.22739	0.336511	0.338353	3.49415	0.283438	1.14601	3.08956	3.74121	0.250216	2.3374	5.8845
"1771415_at"	95.8534	141.144	276.969	95.6539	105.129	98.9205	56.8378	43.3626	21.5506	47.6474	70.4746	51.1373
"1771416_at"	5.47874	14.1462	13.6754	2.24813	6.34491	6.83105	13.5869	4.25729	3.9081	7.23862	13.2653	11.0872
"1771417_at"	191.113	335.302	761.189	251.83	243.123	272.146	56.2378	55.0839	47.101	83.1311	114.263	90.7402
"1771418_at"	2.10938	7.14257	0.976919	0.502519	0.200744	0.818197	1.16611	1.55004	0.854189	2.9282	0.760613	1.19865
"1771419_at"	54.7891	179.049	218.299	48.3159	35.967	32.0398	41.5304	41.034	17.2829	34.7123	70.5597	35.8895
"1771420_at"	1.80857	15.2166	10.4186	2.83458	1.16011	0.150546	3.42774	1.53801	2.46621	2.62149	13.7649	5.45926
"1771421_at"	3.11393	3.33495	12.0938	0.626618	2.98301	3.72137	9.69864	10.3591	0.531838	2.97133	1.25851	5.73867
"1771422_at"	111.451	395.37	530.036	166.301	137.183	123.054	48.7634	51.3986	32.0883	37.0966	53.7091	60.7384
"1771423_at"	1.31945	6.40685	8.0375	0.17885	2.42166	0.288744	5.85065	7.89595	0.310447	4.08145	1.58675	3.76763
"1771424_at"	13.3757	0.488788	9.40298	0.404331	0.155417	1.62069	5.72419	6.31967	7.03192	0.873914	2.22315	11.0538
"1771425_at"	1.53763	5.58338	4.35908	0.128919	1.96987	0.0822531	0.47311	0.894184	2.30377	0.260284	0.230552	2.97705
"1771426_at"	97.1313	134.71	355.499	178.637	176.938	179.684	51.5638	52.7781	34.433	48.4528	90.4397	72.1399
"1771427_at"	1.17626	0.677744	0.720478	0.581796	0.340201	1.36178	0.493682	0.608692	9.94036	0.664455	1.04462	6.59395
"1771428_at"	4.72782	1.46455	4.16286	1.60971	0.210541	1.86001	5.38816	1.55361	0.597781	2.17634	3.87001	1.76563
"1771429_at"	133.853	424.653	955.51	269.896	264.108	248.294	127.857	126.047	88.6264	93.8896	164.177	150.673
"1771430_at"	5.06182	0.605389	3.53689	0.117746	1.93123	2.14805	6.04378	4.41663	0.26359	1.49376	9.84072	5.98209
"1771431_at"	19.3682	9.62156	13.3868	4.11821	0.540324	2.88035	9.69168	10.1853	10.4287	4.9443	14.4154	9.96953
"1771432_at"	224.367	173.93	512.724	189.574	177.625	204.564	36.7684	25.2864	20.4227	20.0168	47.8114	44.4942
"1771433_at"	69.4415	116.139	263.094	44.8504	39.9324	43.8307	18.7514	9.75555	13.783	10.7339	17.9287	10.2978
"1771434_at"	8.3449	0.577279	0.929075	0.272362	0.52452	0.300886	0.310988	0.776672	0.412882	0.62471	0.629472	0.379133
"1771435_at"	422.202	321.62	1140.68	70.454	57.501	68.9309	64.6598	46.8952	30.2503	57.0593	74.5575	61.5196
"1771436_at"	1.80909	0.363435	1.54452	0.642898	0.167908	0.124385	0.535116	0.493067	0.740108	0.168288	3.46806	3.00963
"1771437_at"	11.9896	1.51856	11.8953	2.99803	6.59785	0.723547	2.22911	7.37905	5.89167	0.362317	3.15535	3.46182
"1771438_at"	30.7944	77.0361	175.551	33.5562	38.0589	39.8259	36.7383	37.9528	24.1471	18.795	55.0707	39.1388
"1771439_at"	1.06292	1.42307	2.54879	3.68993	0.0930386	0.112667	0.642683	4.26819	6.05794	0.988014	10.4554	4.51291
"1771440_at"	119.824	413.79	832.068	35.622	22.3897	29.7433	54.8802	72.9489	38.8284	78.8214	94.5958	94.4613
"1771441_at"	1.339	0.616195	2.42866	0.341229	1.79405	0.186465	8.11688	1.44784	1.11098	0.476074	1.62189	0.773275
"1771442_at"	92.4438	40.5947	139.708	18.0105	20.7705	22.6249	51.2891	46.4678	36.3988	49.798	52.9535	44.4837
"1771443_at"	68.8974	93.5876	183.52	45.0281	55.3627	64.7146	56.6682	35.8797	27.2059	91.4939	93.509	82.2778
"1771444_at"	422.484	2078.55	3027.69	283.282	311.216	309.119	41.1158	55.7216	34.5709	43.121	47.6315	60.8767
"1771445_at"	10.3307	9.36973	7.54502	0.192036	3.45789	0.511962	2.74886	5.94383	6.79678	5.90858	16.0763	2.41106
"1771446_at"	87.8256	166.672	482.052	137.915	145.266	156.836	59.0977	38.4607	34.9775	43.1957	61.2277	58.0374
"1771447_at"	1245.18	726.646	1478.33	281.133	261.455	286.458	51.6936	66.0049	25.2981	66.3493	76.6555	81.1533
"1771448_at"	22.579	14.0705	15.1767	1.09054	5.49956	4.66779	2.30765	7.40684	0.385607	5.55906	1.99886	4.59632
"1771449_at"	61.2626	71.8806	173.749	29.9148	35.792	30.4011	71.3587	113.952	66.0456	152.195	182.511	181.321
"1771450_at"	180.007	197.975	486.368	90.2172	89.6678	101.638	87.4187	114.386	61.1829	70.3861	126.394	149.601
"1771451_at"	65.5384	53.6027	200.233	47.6444	47.2565	45.7344	47.8763	62.3899	44.8926	41.5927	70.0948	57.9578
"1771452_at"	2.38286	0.937315	3.65482	0.295444	1.8297	2.19037	1.44458	1.41769	0.545454	0.644742	2.01627	1.3426
"1771454_at"	1.33676	12.9361	2.19889	4.87983	0.336654	0.866196	0.594275	2.04872	0.62677	8.84544	0.910903	1.38055
"1771455_at"	6.02062	2.66896	3.54267	0.253183	1.00851	2.39043	11.8995	2.98719	8.8794	5.35669	1.6089	5.57988
"1771456_at"	2.64953	6.72079	1.25988	0.150694	1.71833	0.100732	0.484576	1.28135	0.567522	0.306721	0.732252	0.708545
"1771457_at"	25.2628	2.57205	0.601203	0.673853	4.29104	0.077115	9.36982	9.05919	6.03912	4.45798	6.91722	1.35122
"1771458_at"	74.8945	142.879	256.789	45.8745	43.9307	34.0739	64.2278	56.9557	42.905	71.3037	96.2083	97.8658
"1771459_at"	40.3977	92.7571	260.319	38.309	37.8473	33.6855	22.3123	42.3229	32.8447	35.9462	38.8698	119.798
"1771460_at"	273.357	609.112	1083.42	401.528	355.3	405.216	191.103	264.827	160.555	190.867	283.396	267.101
"1771461_at"	157.954	78.885	133.691	119.594	129.861	125.629	118.29	103.332	64.2614	124.446	173.25	150.164
"1771462_at"	3.87128	6.25927	5.20311	8.30919	8.94757	9.83921	14.5613	11.3826	8.33897	9.07569	4.67667	1.624
"1771463_at"	176.972	2053.64	2852.18	217.23	179.862	175.77	98.9162	68.9782	49.5412	98.8984	107.829	84.0586
"1771464_at"	1458.32	3464.1	4828.27	983.774	927.421	962.16	85.204	78.6104	47.2741	70.4827	82.8852	91.1636
"1771465_at"	42.6566	33.0741	66.6395	7.61085	7.9511	6.65148	15.5909	11.7675	11.2155	11.4514	8.79483	2.0948
"1771466_at"	0.852854	0.238021	0.500253	1.9201	0.0981342	0.313594	2.71102	5.87131	1.28306	0.106804	0.815476	7.59893
"1771467_at"	21.2108	12.8811	19.3308	1.41431	3.29653	3.69047	11.9846	21.4908	15.6333	11.794	13.8481	17.0663
"1771468_at"	1078.14	892.298	1469.92	167.278	167.041	177.06	60.8878	66.2251	35.4958	42.7588	65.2267	73.4495
"1771469_at"	196.706	321.438	778.418	156.984	151.547	178.616	35.9741	16.4116	14.3652	20.7963	38.3248	24.9174
"1771470_at"	67.4134	308.293	415.246	97.962	107.687	88.7811	122.891	110.271	43.8735	129.838	126.204	113.022
"1771471_at"	9.09229	1.2442	1.21248	0.391469	1.8319	0.380242	0.971765	1.07505	1.10447	1.23206	1.81811	1.27371
"1771472_at"	103.813	139.408	328.793	95.933	96.2913	110.45	13.3224	10.8376	12.3755	15.6694	17.9721	6.98575
"1771473_at"	654.979	248.554	548.064	136.362	144.377	150.72	64.8938	68.9013	48.9836	64.5566	88.6588	79.4123
"1771474_at"	14.2792	6.98963	0.844834	1.47654	1.925	1.13921	2.72735	16.1762	1.90333	2.41213	1.47104	1.73309
"1771475_at"	314.265	378.924	624.258	125.45	127.442	134.528	393.921	299.668	195.962	308.219	410.104	314.702
"1771476_at"	6.87438	0.733055	9.3605	1.92615	0.360862	1.72696	1.79273	3.86243	0.497695	0.485945	3.60934	0.4178
"1771477_at"	9.31335	1.25328	3.98799	0.254821	0.114462	1.52819	0.397522	2.20672	6.57543	1.09782	1.86071	4.43463
"1771478_at"	12.8352	13.5697	17.6619	4.7931	3.07854	0.711681	6.12195	6.26302	4.15443	8.97022	6.62099	7.33794
"1771479_at"	1129.84	283.986	642.998	136.035	134.085	160.102	243.093	269.09	155.643	323.95	325.847	373.11
"1771480_at"	8.29175	0.570546	0.752541	2.83385	1.16608	0.532984	0.291534	4.17634	0.76711	1.7034	0.984978	0.454906
"1771481_at"	2.42248	1.22989	7.11898	1.0329	1.58652	0.275324	2.038	0.493668	0.329411	3.85544	3.74996	2.78251
"1771482_at"	2.90967	2.21163	1.66051	0.295971	0.360783	0.883712	9.32844	0.836562	13.3521	19.076	8.81482	2.09518
"1771483_at"	13.6901	6.04006	2.85432	3.37579	0.429929	1.99836	7.12	1.95055	8.30828	3.51119	7.57739	1.9214
"1771484_at"	20.7125	14.7512	17.994	4.52475	5.90177	3.21958	7.57004	12.5977	13.833	9.0968	12.8017	3.93862
"1771485_at"	3.18006	11.3212	20.7413	4.39487	5.12057	3.82447	14.2225	10.5608	12.88	4.47341	7.13855	17.266
"1771486_at"	13.607	1.9031	3.75466	1.64657	0.486833	0.641464	9.51249	7.32983	3.05189	4.53207	8.14356	9.39024
"1771487_at"	13.3807	4.80966	0.994627	3.31137	0.783304	0.799736	12.1339	1.4788	1.24991	2.50172	1.5718	1.02541
"1771488_at"	0.323825	1.05309	2.18382	0.621828	1.35194	0.534112	0.209344	0.261098	0.311809	0.14594	0.237807	0.447543
"1771489_at"	59.2575	24.2093	32.9914	5.03613	7.91135	6.09555	232.173	225.779	107.99	388.975	442.977	417.838
"1771490_at"	58.2091	759.548	1224.52	38.9265	34.6912	33.6734	24.7726	26.433	10.9186	30.2514	42.5461	34.303
"1771491_at"	14.1875	9.74364	15.7257	2.06464	0.844827	1.82484	2.22634	0.943564	0.735194	5.51826	1.19094	6.41952
"1771492_at"	7732.24	6224.77	7145.04	2491.23	2789.28	2320.85	1637.72	2342.31	794.458	756.702	917.008	442.512
"1771493_at"	787.439	461.235	1122.15	272.279	278.041	308.8	69.7954	84.6698	53.8362	91.7191	134.129	147.242
"1771494_at"	1.26145	8.82534	1.05117	0.926681	0.203052	1.5539	10.8823	1.24719	0.645656	4.46471	2.88082	0.578824
"1771495_at"	19.9864	38.4989	46.6422	9.08075	7.93324	7.51324	18.8196	21.4217	14.0432	37.1488	32.4243	12.649
"1771496_at"	6.98862	1.02389	3.10548	0.893372	0.576965	1.47097	16.0162	6.39696	0.683384	2.36056	1.73409	1.61854
"1771497_at"	1402.48	6050.21	7650.67	2380.46	2468.9	2199.23	254.624	222.264	155.594	135.629	278.849	282.803
